F148W,F169M,F172M,N219M,N279N,U,B,V,R,I,J,H,K,FUV,NUV,age,Z
4.33531E-23,6.14719E-23,8.82319E-23,1.30499E-22,1.7493E-22,4.5924E-22,1.11756E-21,1.32351E-21,1.57366E-21,1.79051E-21,2.80525E-21,3.43299E-21,7.70974E-22,4.84004E-23,1.42419E-22,2.00E-02,8.60E+00
2.15818E-23,3.05261E-23,5.00411E-23,8.4302E-23,1.23326E-22,3.70534E-22,9.51297E-22,1.24139E-21,1.67348E-21,2.13389E-21,3.62143E-21,4.60481E-21,1.04436E-21,2.34601E-23,9.48523E-23,2.00E-02,8.70E+00
1.17247E-23,1.51159E-23,2.47253E-23,4.78377E-23,8.05996E-23,2.84142E-22,7.64005E-22,1.1236E-21,1.63676E-21,2.1394E-21,3.58407E-21,4.53039E-21,1.01945E-21,1.25369E-23,5.69806E-23,2.00E-02,8.80E+00
4.93896E-24,6.33424E-24,1.04074E-23,2.43261E-23,5.0711E-23,2.1357E-22,5.87722E-22,9.34553E-22,1.43612E-21,1.93339E-21,3.31058E-21,4.2186E-21,9.50325E-22,5.32395E-24,3.17864E-23,2.00E-02,8.90E+00
2.55777E-24,3.14994E-24,4.78012E-24,1.23252E-23,3.3036E-23,1.65615E-22,4.49233E-22,7.22663E-22,1.08822E-21,1.42846E-21,2.35737E-21,2.95635E-21,6.61363E-22,2.72474E-24,1.81116E-23,2.00E-02,9.00E+00
1.2113E-24,1.44213E-24,1.99533E-24,5.5922E-24,2.05146E-23,1.26035E-22,3.44178E-22,5.62481E-22,8.04555E-22,9.80411E-22,1.44226E-21,1.70703E-21,3.71717E-22,1.28846E-24,9.61986E-24,2.00E-02,9.10E+00
6.59642E-25,8.29271E-25,1.13412E-24,2.99457E-24,1.34229E-23,9.34927E-23,2.62394E-22,4.46034E-22,6.3307E-22,7.36038E-22,1.00857E-21,1.14002E-21,2.41079E-22,7.15296E-25,5.70112E-24,2.00E-02,9.20E+00
4.21743E-25,5.64119E-25,7.90091E-25,1.86981E-24,9.12993E-24,6.86028E-23,1.99525E-22,3.596E-22,5.50935E-22,6.95037E-22,1.13793E-21,1.40052E-21,3.08279E-22,4.65457E-25,3.68263E-24,2.00E-02,9.30E+00
1.79023E-25,2.48405E-25,4.03521E-25,1.04995E-24,6.06627E-24,5.0807E-23,1.53849E-22,2.85526E-22,4.36834E-22,5.40894E-22,8.59758E-22,1.04059E-21,2.266E-22,1.92117E-25,2.25545E-24,2.00E-02,9.40E+00
7.94664E-26,1.01343E-25,1.62244E-25,4.8785E-25,3.77265E-24,3.57397E-23,1.14441E-22,2.23039E-22,3.51204E-22,4.41245E-22,7.21453E-22,8.81934E-22,1.92366E-22,8.22671E-26,1.24848E-24,2.00E-02,9.50E+00
5.11732E-26,5.36962E-26,7.47397E-26,2.36947E-25,2.37486E-24,2.52827E-23,8.58171E-23,1.74322E-22,2.79812E-22,3.52975E-22,5.76947E-22,7.03928E-22,1.52858E-22,4.99286E-26,7.13473E-25,2.00E-02,9.60E+00
3.74637E-26,3.51258E-26,3.72175E-26,1.0331E-25,1.47686E-24,1.78792E-23,6.39056E-23,1.33729E-22,2.17237E-22,2.74782E-22,4.51927E-22,5.51285E-22,1.19422E-22,3.6026E-26,3.95619E-25,2.00E-02,9.70E+00
2.62756E-26,2.48206E-26,2.6311E-26,6.36621E-26,1.01398E-24,1.32237E-23,4.86461E-23,1.03095E-22,1.67925E-22,2.11359E-22,3.41337E-22,4.12656E-22,8.86364E-23,2.53351E-26,2.58326E-25,2.00E-02,9.80E+00
2.10233E-26,1.94164E-26,1.9236E-26,3.96963E-26,7.57969E-25,1.07699E-23,4.12609E-23,8.94048E-23,1.47712E-22,1.87224E-22,3.03442E-22,3.67323E-22,7.87249E-23,2.01637E-26,1.82411E-25,2.00E-02,9.90E+00
1.37887E-26,1.26849E-26,1.20009E-26,2.31407E-26,5.2502E-25,7.41376E-24,2.71321E-23,5.64258E-23,8.99822E-23,1.10863E-22,1.69829E-22,1.98672E-22,4.17947E-23,1.32736E-26,1.20478E-25,2.00E-02,1.00E+01
1.50416E-26,1.40531E-26,1.37869E-26,1.96652E-26,3.40465E-25,5.85834E-24,2.46405E-23,5.56742E-23,9.44551E-23,1.21484E-22,2.00615E-22,2.43691E-22,5.20765E-23,1.45479E-26,7.89379E-26,2.00E-02,1.01E+01
6.393E-27,5.77942E-27,5.35762E-27,7.98936E-27,2.48782E-25,4.39681E-24,1.7785E-23,3.87345E-23,6.37537E-23,8.00582E-23,1.24236E-22,1.45461E-22,3.04446E-23,6.09611E-27,5.10217E-26,2.00E-02,1.02E+01
1.0562E-26,9.91411E-27,9.83976E-27,1.13372E-26,1.66872E-25,3.57193E-24,1.65193E-23,3.90282E-23,6.86637E-23,9.07296E-23,1.57757E-22,1.95193E-22,4.19602E-23,1.02222E-26,3.82728E-26,2.00E-02,1.03E+01
1.24959E-25,1.47302E-25,1.69349E-25,2.31148E-25,4.30539E-25,3.75279E-24,1.45208E-23,3.01137E-23,4.87572E-23,6.02802E-23,8.87494E-23,1.00641E-22,2.05429E-23,1.37239E-25,2.71073E-25,2.00E-02,1.04E+01
1.17762E-24,1.08033E-24,1.07299E-24,1.06988E-24,9.92442E-25,2.34946E-24,9.63013E-24,2.35857E-23,4.53778E-23,6.45524E-23,1.28569E-22,1.67175E-22,3.66291E-23,1.12645E-24,1.07543E-24,2.00E-02,1.05E+01
4.00521E-25,3.4057E-25,3.5474E-25,4.8263E-25,3.29483E-25,9.02676E-25,4.08311E-24,1.01176E-23,1.9672E-23,2.78646E-23,4.95296E-23,6.02509E-23,1.25948E-23,3.61326E-25,4.36866E-25,2.00E-02,1.06E+01
3.3528E-25,2.8968E-25,2.9996E-25,3.68163E-25,2.60668E-25,7.71681E-25,3.74247E-24,9.50231E-24,1.87965E-23,2.67579E-23,4.73869E-23,5.7592E-23,1.20053E-23,3.0337E-25,3.40199E-25,2.00E-02,1.07E+01
3.53952E-25,3.00088E-25,3.11307E-25,4.34746E-25,2.83463E-25,7.7884E-25,3.77171E-24,9.53958E-24,1.87444E-23,2.63913E-23,4.56592E-23,5.49768E-23,1.13917E-23,3.19355E-25,3.8775E-25,2.00E-02,1.08E+01
1.3938E-25,1.21657E-25,1.25668E-25,1.51389E-25,1.16559E-25,1.02985E-24,6.21868E-24,1.67307E-23,3.28252E-23,4.60044E-23,8.24184E-23,1.03264E-22,2.21303E-23,1.26727E-25,1.4133E-25,2.00E-02,1.09E+01
1.29038E-25,1.09977E-25,1.14943E-25,1.65418E-25,1.0334E-25,1.92805E-25,8.95283E-25,2.35585E-24,4.74969E-24,6.79829E-24,1.2043E-23,1.49423E-23,3.16378E-24,1.16169E-25,1.45487E-25,2.00E-02,1.10E+01
1.41494E-19,1.32155E-19,1.32971E-19,1.24225E-19,9.10193E-20,6.20315E-20,5.21176E-20,3.7208E-20,2.7573E-20,1.97006E-20,9.38236E-21,5.56007E-21,3.0194E-21,1.32834E-19,1.18005E-19,3.00E-02,6.00E+00
1.53043E-19,1.40732E-19,1.43257E-19,1.37107E-19,1.04049E-19,7.18873E-20,6.07939E-20,4.35227E-20,3.22787E-20,2.30828E-20,1.09596E-20,6.47184E-21,3.56064E-21,1.4236E-19,1.32373E-19,3.00E-02,6.10E+00
1.4656E-19,1.34031E-19,1.36825E-19,1.31481E-19,1.00405E-19,6.95787E-20,5.8969E-20,4.22178E-20,3.13095E-20,2.23928E-20,1.06286E-20,6.27284E-21,3.44134E-21,1.35903E-19,1.27334E-19,3.00E-02,6.20E+00
1.35368E-19,1.24065E-19,1.27959E-19,1.21284E-19,9.40017E-20,6.55511E-20,5.60614E-20,4.02276E-20,2.99356E-20,2.14488E-20,1.0295E-20,6.10177E-21,3.34799E-21,1.25615E-19,1.18163E-19,3.00E-02,6.30E+00
1.20494E-19,1.10838E-19,1.15363E-19,1.08826E-19,8.56321E-20,6.04227E-20,5.24479E-20,3.78599E-20,2.82983E-20,2.03165E-20,9.893E-21,5.89283E-21,3.20282E-21,1.12115E-19,1.06547E-19,3.00E-02,6.40E+00
9.91913E-20,9.06121E-20,9.43289E-20,9.23228E-20,7.44941E-20,5.42685E-20,4.87062E-20,3.58212E-20,2.71506E-20,1.97184E-20,1.00321E-20,6.13722E-21,3.28337E-21,9.22406E-20,9.13191E-20,3.00E-02,6.50E+00
6.85314E-20,6.29229E-20,6.49127E-20,6.32108E-20,5.47171E-20,4.31873E-20,4.17977E-20,3.19069E-20,2.541E-20,1.97063E-20,1.31731E-20,1.05197E-20,4.27102E-21,6.4162E-20,6.4183E-20,3.00E-02,6.60E+00
4.9608E-20,4.49825E-20,4.63962E-20,4.46487E-20,3.84086E-20,2.93311E-20,2.77138E-20,2.12041E-20,1.77733E-20,1.55628E-20,1.75977E-20,1.95573E-20,5.69225E-21,4.61333E-20,4.5482E-20,3.00E-02,6.70E+00
3.49964E-20,3.15906E-20,3.24087E-20,3.10939E-20,2.76457E-20,2.13517E-20,2.05422E-20,1.65971E-20,1.65078E-20,1.87235E-20,3.60934E-20,4.68403E-20,1.20192E-20,3.24978E-20,3.22393E-20,3.00E-02,6.80E+00
2.43408E-20,2.19286E-20,2.28283E-20,2.24304E-20,2.01153E-20,1.57458E-20,1.55883E-20,1.29969E-20,1.38525E-20,1.71361E-20,3.6472E-20,4.85713E-20,1.20121E-20,2.25923E-20,2.32601E-20,3.00E-02,6.90E+00
1.71098E-20,1.54252E-20,1.63987E-20,1.65713E-20,1.48368E-20,1.18163E-20,1.21239E-20,1.02729E-20,1.08544E-20,1.3007E-20,2.39303E-20,3.10002E-20,7.40137E-21,1.58914E-20,1.70277E-20,3.00E-02,7.00E+00
1.19864E-20,1.09E-20,1.15995E-20,1.18622E-20,1.08723E-20,9.02726E-21,9.79292E-21,8.60581E-21,9.28393E-21,1.08419E-20,1.79554E-20,2.259E-20,5.27866E-21,1.12128E-20,1.22134E-20,3.00E-02,7.10E+00
8.68238E-21,8.00633E-21,8.47671E-21,8.74633E-21,8.16693E-21,7.08298E-21,8.06499E-21,7.13983E-21,7.5455E-21,8.4059E-21,1.27622E-20,1.56493E-20,3.59918E-21,8.21483E-21,8.99914E-21,3.00E-02,7.20E+00
6.53541E-21,6.13271E-21,6.44717E-21,6.7046E-21,6.37249E-21,5.78762E-21,6.90526E-21,6.20297E-21,6.51202E-21,6.99088E-21,9.80971E-21,1.1688E-20,2.6384E-21,6.2692E-21,6.88941E-21,3.00E-02,7.30E+00
5.02604E-21,4.81039E-21,5.02904E-21,5.29331E-21,5.12804E-21,4.91234E-21,6.15398E-21,5.62958E-21,5.89223E-21,6.14084E-21,8.01634E-21,9.2509E-21,2.04763E-21,4.89422E-21,5.43285E-21,3.00E-02,7.40E+00
3.78298E-21,3.69294E-21,3.83997E-21,4.09091E-21,4.03256E-21,4.07151E-21,5.34003E-21,4.97517E-21,5.21776E-21,5.34013E-21,6.69071E-21,7.54189E-21,1.64759E-21,3.7395E-21,4.19106E-21,3.00E-02,7.50E+00
2.88168E-21,2.87042E-21,2.97832E-21,3.2252E-21,3.23774E-21,3.46105E-21,4.73252E-21,4.41798E-21,4.5584E-21,4.55198E-21,5.43491E-21,5.98946E-21,1.2892E-21,2.89128E-21,3.29969E-21,3.00E-02,7.60E+00
2.1515E-21,2.18899E-21,2.27193E-21,2.51061E-21,2.56767E-21,2.93719E-21,4.23074E-21,4.01987E-21,4.16309E-21,4.14377E-21,5.35644E-21,6.13327E-21,1.34403E-21,2.19237E-21,2.56421E-21,3.00E-02,7.70E+00
1.5936E-21,1.65506E-21,1.72434E-21,1.94907E-21,2.02697E-21,2.49042E-21,3.77409E-21,3.62296E-21,3.69209E-21,3.54438E-21,3.8518E-21,3.98049E-21,8.28804E-22,1.64745E-21,1.98774E-21,3.00E-02,7.80E+00
1.16053E-21,1.23151E-21,1.29139E-21,1.48934E-21,1.56951E-21,2.07918E-21,3.32307E-21,3.25024E-21,3.40659E-21,3.46673E-21,4.97499E-21,5.82436E-21,1.30449E-21,1.21632E-21,1.51556E-21,3.00E-02,7.90E+00
8.53836E-22,9.24537E-22,9.80138E-22,1.1609E-21,1.24169E-21,1.7824E-21,2.99017E-21,2.92895E-21,3.11195E-21,3.34343E-21,6.02665E-21,7.60691E-21,1.76841E-21,9.05591E-22,1.18224E-21,3.00E-02,8.00E+00
5.89776E-22,6.56487E-22,7.08015E-22,8.60895E-22,9.35724E-22,1.47979E-21,2.66561E-21,2.70849E-21,2.98181E-21,3.29585E-21,6.17988E-21,7.86785E-21,1.83017E-21,6.33998E-22,8.78568E-22,3.00E-02,8.10E+00
3.74831E-22,4.33229E-22,4.79556E-22,5.99902E-22,6.67126E-22,1.17305E-21,2.25813E-21,2.30751E-21,2.52093E-21,2.78882E-21,5.40157E-21,6.93477E-21,1.61996E-21,4.09203E-22,6.15347E-22,3.00E-02,8.20E+00
2.30806E-22,2.79564E-22,3.21931E-22,4.15365E-22,4.76619E-22,9.38988E-22,1.95614E-21,2.10109E-21,2.38217E-21,2.68475E-21,5.27857E-21,6.78797E-21,1.58017E-21,2.5556E-22,4.29907E-22,3.00E-02,8.30E+00
1.24799E-22,1.61518E-22,1.99963E-22,2.69744E-22,3.24149E-22,7.24222E-22,1.61625E-21,1.77928E-21,2.01302E-21,2.23547E-21,4.25254E-21,5.40456E-21,1.25206E-21,1.39477E-22,2.83127E-22,3.00E-02,8.40E+00
5.21189E-23,7.43679E-23,1.06162E-22,1.57696E-22,2.03861E-22,5.3488E-22,1.27597E-21,1.44E-21,1.61307E-21,1.73988E-21,2.98753E-21,3.67363E-21,8.39638E-22,5.84531E-23,1.69177E-22,3.00E-02,8.50E+00
2.24027E-23,3.23138E-23,5.33897E-23,9.03042E-23,1.28311E-22,3.96577E-22,1.01051E-21,1.24273E-21,1.53936E-21,1.84638E-21,3.67685E-21,4.73435E-21,1.09602E-21,2.44532E-23,9.99591E-23,3.00E-02,8.60E+00
1.33182E-23,1.72808E-23,2.81937E-23,5.35416E-23,8.54175E-23,3.00386E-22,7.90133E-22,1.06262E-21,1.43913E-21,1.84898E-21,3.69586E-21,4.78247E-21,1.10269E-21,1.42826E-23,6.20008E-23,3.00E-02,8.70E+00
6.73836E-24,8.39166E-24,1.27023E-23,2.72608E-23,5.39036E-23,2.29556E-22,6.07833E-22,8.59188E-22,1.1539E-21,1.41705E-21,2.41413E-21,2.97238E-21,6.69792E-22,7.27945E-24,3.45747E-23,3.00E-02,8.80E+00
4.0252E-24,4.95922E-24,6.84251E-24,1.44848E-23,3.42289E-23,1.72157E-22,4.78939E-22,7.61847E-22,1.14315E-21,1.52634E-21,2.82535E-21,3.57945E-21,8.1209E-22,4.36459E-24,1.98631E-23,3.00E-02,8.90E+00
1.96091E-24,2.33605E-24,3.08112E-24,6.72552E-24,2.1286E-23,1.29958E-22,3.64391E-22,6.03315E-22,9.38409E-22,1.29441E-21,2.60486E-21,3.37772E-21,7.73891E-22,2.08581E-24,1.05851E-23,3.00E-02,9.00E+00
6.36529E-25,7.38975E-25,9.89822E-25,2.59674E-24,1.28833E-23,9.84354E-23,2.85417E-22,4.90424E-22,7.38557E-22,9.55045E-22,1.75241E-21,2.19812E-21,4.95286E-22,6.62115E-25,5.1961E-24,3.00E-02,9.10E+00
3.90263E-25,4.93202E-25,6.68673E-25,1.56758E-24,8.96333E-24,7.54326E-23,2.18571E-22,3.7078E-22,5.09279E-22,5.66192E-22,7.24556E-22,7.70662E-22,1.59104E-22,4.21476E-25,3.33878E-24,3.00E-02,9.20E+00
2.49458E-25,3.24339E-25,4.63144E-25,1.02338E-24,6.18549E-24,5.62899E-23,1.72974E-22,3.15548E-22,4.78815E-22,5.98698E-22,1.07103E-21,1.32466E-21,2.95194E-22,2.67843E-25,2.20967E-24,3.00E-02,9.30E+00
1.52026E-25,2.06275E-25,3.36645E-25,7.23919E-25,4.26599E-24,4.15462E-23,1.36087E-22,2.62416E-22,4.11669E-22,5.20001E-22,9.26958E-22,1.14591E-21,2.53929E-22,1.5905E-25,1.50862E-24,3.00E-02,9.40E+00
8.20434E-26,8.46461E-26,1.15526E-25,2.94479E-25,2.65058E-24,2.9375E-23,1.00659E-22,2.00824E-22,3.19254E-22,4.02828E-22,7.13806E-22,8.81844E-22,1.94226E-22,7.95747E-26,8.0163E-25,3.00E-02,9.50E+00
4.63186E-26,4.40157E-26,5.00793E-26,1.26293E-25,1.6377E-24,2.06491E-23,7.56379E-23,1.58114E-22,2.57236E-22,3.26089E-22,5.71705E-22,7.04654E-22,1.54126E-22,4.44483E-26,4.38833E-25,3.00E-02,9.60E+00
3.77411E-26,3.49334E-26,3.54753E-26,6.90078E-26,1.03103E-24,1.45108E-23,5.62179E-23,1.21055E-22,1.98924E-22,2.51543E-22,4.3849E-22,5.38815E-22,1.17225E-22,3.61579E-26,2.60175E-25,3.00E-02,9.70E+00
1.88471E-26,1.73093E-26,1.6536E-26,2.96606E-26,6.36837E-25,9.76528E-24,3.80328E-23,8.10421E-23,1.30555E-22,1.61161E-22,2.60275E-22,3.08822E-22,6.571E-23,1.81064E-26,1.44837E-25,3.00E-02,9.80E+00
2.33804E-26,2.14365E-26,2.06055E-26,2.72448E-26,4.57781E-25,7.5543E-24,3.12732E-23,6.94368E-23,1.16424E-22,1.48892E-22,2.55802E-22,3.11338E-22,6.70002E-23,2.23914E-26,1.06564E-25,3.00E-02,9.90E+00
1.95814E-26,1.81099E-26,1.75835E-26,2.1034E-26,3.0927E-25,5.85643E-24,2.60368E-23,5.97315E-23,1.02149E-22,1.31915E-22,2.2953E-22,2.80221E-22,6.02424E-23,1.88283E-26,7.24154E-26,3.00E-02,1.00E+01
1.18359E-26,1.23563E-26,1.81188E-26,4.08299E-26,2.93519E-25,5.18476E-24,2.3284E-23,5.32877E-23,9.19234E-23,1.20142E-22,2.15027E-22,2.65524E-22,5.72788E-23,1.1551E-26,8.89188E-26,3.00E-02,1.01E+01
6.65325E-25,6.89955E-25,7.20762E-25,8.12345E-25,9.63919E-25,3.88894E-24,1.36667E-23,2.7592E-23,4.50928E-23,5.72136E-23,9.27942E-23,1.08489E-22,2.2556E-23,6.84195E-25,8.46756E-25,3.00E-02,1.02E+01
5.90577E-25,4.90625E-25,5.0636E-25,6.15148E-25,5.38911E-25,2.76427E-24,1.26313E-23,3.00073E-23,5.39702E-23,7.27256E-23,1.35343E-22,1.68381E-22,3.6256E-23,5.27411E-25,6.01825E-25,3.00E-02,1.03E+01
4.7597E-25,4.05602E-25,4.23765E-25,5.71434E-25,4.29205E-25,1.8577E-24,7.85576E-24,1.78119E-23,3.13253E-23,4.16539E-23,7.04311E-23,8.29337E-23,1.72092E-23,4.27464E-25,5.22592E-25,3.00E-02,1.04E+01
5.65794E-25,4.86587E-25,5.06621E-25,7.0636E-25,4.73675E-25,1.8115E-24,9.31545E-24,2.39566E-23,4.60154E-23,6.46998E-23,1.25404E-22,1.58128E-22,3.42357E-23,5.11334E-25,6.28088E-25,3.00E-02,1.05E+01
2.96792E-25,2.49496E-25,2.62936E-25,3.69493E-25,2.44349E-25,6.77529E-25,3.26737E-24,8.31604E-24,1.68364E-23,2.48481E-23,4.62089E-23,5.55975E-23,1.15113E-23,2.64289E-25,3.30853E-25,3.00E-02,1.06E+01
3.49021E-25,3.05182E-25,3.07227E-25,3.20238E-25,2.41834E-25,5.78926E-25,2.77022E-24,7.14974E-24,1.48329E-23,2.21789E-23,4.14827E-23,5.0012E-23,1.03389E-23,3.19018E-25,3.07544E-25,3.00E-02,1.07E+01
1.58428E-25,1.3899E-25,1.39131E-25,1.39963E-25,1.09779E-25,4.63115E-25,2.61917E-24,6.97448E-24,1.46373E-23,2.18205E-23,4.03094E-23,4.84714E-23,9.9793E-24,1.45161E-25,1.36247E-25,3.00E-02,1.08E+01
3.42392E-25,3.00005E-25,2.99437E-25,2.93706E-25,2.36382E-25,9.40966E-25,5.6713E-24,1.56032E-23,3.17666E-23,4.57481E-23,8.53968E-23,1.06523E-22,2.28081E-23,3.13618E-25,2.89817E-25,3.00E-02,1.09E+01
2.08011E-25,1.82549E-25,1.85297E-25,1.97474E-25,1.45151E-25,1.99114E-25,7.9229E-25,2.05535E-24,4.2502E-24,6.27375E-24,1.15474E-23,1.4219E-23,2.99933E-24,1.89675E-25,1.87956E-25,3.00E-02,1.10E+01
1.48613E-19,1.36957E-19,1.41395E-19,1.35809E-19,1.027E-19,7.14911E-20,6.17504E-20,4.46009E-20,3.34401E-20,2.41905E-20,1.19513E-20,7.17979E-21,3.91995E-21,1.38E-19,1.30965E-19,4.00E-02,6.00E+00
1.4947E-19,1.35531E-19,1.41544E-19,1.38343E-19,1.06147E-19,7.33122E-20,6.20463E-20,4.42959E-20,3.28618E-20,2.35381E-20,1.12514E-20,6.66445E-21,3.63945E-21,1.37365E-19,1.3445E-19,4.00E-02,6.10E+00
1.38651E-19,1.2485E-19,1.31219E-19,1.28969E-19,9.97335E-20,6.91608E-20,5.87176E-20,4.19747E-20,3.11473E-20,2.23113E-20,1.06622E-20,6.31713E-21,3.43295E-21,1.26942E-19,1.25803E-19,4.00E-02,6.20E+00
1.31016E-19,1.1839E-19,1.25288E-19,1.21062E-19,9.5682E-20,6.69539E-20,5.74286E-20,4.11324E-20,3.06047E-20,2.1944E-20,1.05842E-20,6.29431E-21,3.41822E-21,1.20337E-19,1.19225E-19,4.00E-02,6.30E+00
1.17304E-19,1.06382E-19,1.13683E-19,1.10269E-19,8.63101E-20,6.08695E-20,5.30782E-20,3.83358E-20,2.87369E-20,2.0686E-20,1.02143E-20,6.13598E-21,3.32568E-21,1.08168E-19,1.07779E-19,4.00E-02,6.40E+00
9.40187E-20,8.53613E-20,9.03472E-20,8.88558E-20,7.11755E-20,5.1484E-20,4.59655E-20,3.35416E-20,2.52697E-20,1.8227E-20,9.1531E-21,5.51915E-21,2.88387E-21,8.69959E-20,8.76216E-20,4.00E-02,6.50E+00
6.47523E-20,5.91002E-20,6.22064E-20,6.15263E-20,5.32218E-20,4.19543E-20,4.0623E-20,3.0928E-20,2.45557E-20,1.90592E-20,1.32693E-20,1.08989E-20,4.09385E-21,6.02554E-20,6.2503E-20,4.00E-02,6.60E+00
4.49291E-20,4.08723E-20,4.2742E-20,4.17117E-20,3.69454E-20,2.87231E-20,2.73953E-20,2.11739E-20,1.8543E-20,1.80119E-20,2.95856E-20,3.63758E-20,9.68349E-21,4.1756E-20,4.30512E-20,4.00E-02,6.70E+00
3.26868E-20,2.95875E-20,3.10559E-20,3.06527E-20,2.77832E-20,2.16868E-20,2.09353E-20,1.65119E-20,1.54356E-20,1.6747E-20,3.50716E-20,4.56335E-20,1.17154E-20,3.03191E-20,3.20153E-20,4.00E-02,6.80E+00
2.216E-20,1.99895E-20,2.13634E-20,2.17451E-20,1.97724E-20,1.56476E-20,1.55266E-20,1.254E-20,1.22963E-20,1.42361E-20,3.16388E-20,4.18073E-20,1.03041E-20,2.05166E-20,2.26154E-20,4.00E-02,6.90E+00
1.55474E-20,1.40708E-20,1.52196E-20,1.58109E-20,1.45342E-20,1.18191E-20,1.22148E-20,1.00656E-20,1.00018E-20,1.15124E-20,2.23483E-20,2.88193E-20,6.90348E-21,1.44315E-20,1.63868E-20,4.00E-02,7.00E+00
1.0939E-20,1.00127E-20,1.07936E-20,1.13174E-20,1.0644E-20,9.04532E-21,9.86552E-21,8.33566E-21,8.53863E-21,9.98435E-21,1.81423E-20,2.30569E-20,5.44904E-21,1.02539E-20,1.1742E-20,4.00E-02,7.10E+00
8.00142E-21,7.43469E-21,7.95902E-21,8.40154E-21,8.03644E-21,7.12991E-21,8.17644E-21,7.07574E-21,7.33655E-21,8.38224E-21,1.37173E-20,1.69596E-20,3.93452E-21,7.59709E-21,8.70197E-21,4.00E-02,7.20E+00
6.13883E-21,5.81378E-21,6.17838E-21,6.57517E-21,6.39199E-21,5.94944E-21,7.10598E-21,6.08987E-21,5.97618E-21,6.27567E-21,8.88734E-21,1.05331E-20,2.40348E-21,5.9173E-21,6.79455E-21,4.00E-02,7.30E+00
4.58943E-21,4.43637E-21,4.68343E-21,5.03738E-21,4.97953E-21,4.89211E-21,6.17533E-21,5.56986E-21,5.82785E-21,6.28481E-21,8.82397E-21,1.03671E-20,2.32921E-21,4.49617E-21,5.19189E-21,4.00E-02,7.40E+00
3.48338E-21,3.43891E-21,3.61549E-21,3.94455E-21,3.96634E-21,4.12671E-21,5.43951E-21,4.92166E-21,5.03E-21,5.19469E-21,6.71726E-21,7.6366E-21,1.68814E-21,3.46861E-21,4.05502E-21,4.00E-02,7.50E+00
2.65059E-21,2.67297E-21,2.80462E-21,3.11191E-21,3.18369E-21,3.51573E-21,4.84324E-21,4.4448E-21,4.52764E-21,4.55814E-21,5.55664E-21,6.13581E-21,1.33281E-21,2.68243E-21,3.19226E-21,4.00E-02,7.60E+00
1.92289E-21,1.98281E-21,2.08328E-21,2.36341E-21,2.45386E-21,2.9178E-21,4.23975E-21,3.94712E-21,4.02065E-21,4.00258E-21,5.35501E-21,6.21304E-21,1.37994E-21,1.97833E-21,2.41544E-21,4.00E-02,7.70E+00
1.42776E-21,1.50333E-21,1.58685E-21,1.84001E-21,1.93661E-21,2.47569E-21,3.77729E-21,3.55117E-21,3.57418E-21,3.45713E-21,4.05296E-21,4.35624E-21,9.35009E-22,1.49033E-21,1.87572E-21,4.00E-02,7.80E+00
1.03115E-21,1.1114E-21,1.18483E-21,1.41024E-21,1.50418E-21,2.09622E-21,3.40101E-21,3.3075E-21,3.49504E-21,3.623E-21,5.97167E-21,7.30459E-21,1.67282E-21,1.09182E-21,1.43524E-21,4.00E-02,7.90E+00
7.13113E-22,7.87583E-22,8.5194E-22,1.04132E-21,1.12292E-21,1.71303E-21,2.93622E-21,2.84729E-21,2.99078E-21,3.17974E-21,6.61424E-21,8.65494E-21,2.04422E-21,7.64534E-22,1.05909E-21,4.00E-02,8.00E+00
4.82203E-22,5.49523E-22,6.07284E-22,7.61586E-22,8.33096E-22,1.40093E-21,2.56713E-21,2.53732E-21,2.70075E-21,2.91555E-21,6.17544E-21,8.07733E-21,1.90562E-21,5.23601E-22,7.76302E-22,4.00E-02,8.10E+00
3.02716E-22,3.60789E-22,4.12272E-22,5.33224E-22,5.97107E-22,1.11759E-21,2.19535E-21,2.2156E-21,2.35644E-21,2.50803E-21,5.02824E-21,6.46487E-21,1.51404E-21,3.33836E-22,5.46334E-22,4.00E-02,8.20E+00
1.72368E-22,2.18744E-22,2.65144E-22,3.57218E-22,4.14917E-22,8.80911E-22,1.88202E-21,2.01384E-21,2.25964E-21,2.50955E-21,5.48277E-21,7.18542E-21,1.6878E-21,1.92738E-22,3.69748E-22,4.00E-02,8.30E+00
8.18189E-23,1.12482E-22,1.52197E-22,2.19509E-22,2.6949E-22,6.65874E-22,1.5314E-21,1.68215E-21,1.87254E-21,2.02388E-21,4.16152E-21,5.37908E-21,1.25493E-21,9.16735E-23,2.30903E-22,4.00E-02,8.40E+00
3.49889E-23,4.96176E-23,7.66459E-23,1.22552E-22,1.62055E-22,4.66702E-22,1.1523E-21,1.34955E-21,1.57395E-21,1.76739E-21,3.83047E-21,4.98866E-21,1.16666E-21,3.83368E-23,1.31955E-22,4.00E-02,8.50E+00
1.87527E-23,2.50108E-23,4.07901E-23,7.33526E-23,1.07691E-22,3.57543E-22,9.13364E-22,1.12072E-21,1.38831E-21,1.68598E-21,3.83626E-21,5.0351E-21,1.18021E-21,2.02295E-23,8.19035E-23,4.00E-02,8.60E+00
9.33042E-24,1.17161E-23,1.8684E-23,3.84E-23,6.72271E-23,2.68529E-22,7.10245E-22,9.48453E-22,1.22596E-21,1.48924E-21,3.12136E-21,4.00476E-21,9.26873E-22,9.97762E-24,4.60511E-23,4.00E-02,8.70E+00
