RA_UVIT (deg),RA_std (deg),DEC_UVIT (deg),DEC_std (deg),F148W_AB,F148W_err,F172M_AB,F172M_err,N219M_AB,N219M_err,N279N_AB,N279N_err,F169M_AB,F169M_err,Field,Seq,Source_ID,f,p,c,RAJ2000,DEJ2000,U_vega,B_vega,V_vega,R_vega,I_vega,J_vega,H_vega,K_vega,NUV,NUV_err,FUV,FUV_err,Vr,e_Vr,E_B-V_1,e_E_B-V_1,E_B-V_2,r_E_B-V_2,__Fe_H_,Hbet,x,y,Rp,SimbadName,Separation
11.01107267,1.62E-04,41.42399976,2.15E-04,23.60934846,0.102438666,99.99,99.99,21.88109031,0.186302877,21.56492169,0.184673667,,,2,?,B209,1,0,0,11.01095833,41.42404722,17.71,17.41,16.64,16.14,15.57,14.78,14.15,13.998,21.033,0.052,,,-460,11,0.1,0.01,0.13,0,-0.98,2.03,16.38,-5.84,3.96,Bol 209,0.352786497
11.01470381,2.61E-04,41.51078035,2.67E-04,26.97602615,0.470309675,99.99,99.99,23.05190523,0.316673245,22.7357366,0.315717509,,,2,?,B213,1,0,1,11.01463333,41.51073611,18.29,17.83,16.78,16.22,15.49,14.874,14.147,13.937,22.41,0.2,,,-545,11,0.15,0.02,0.17,0,-0.69,1.26,20.57,-2.75,4.73,Bol 213,0.247900071
11.0165454,2.04E-04,41.43847511,2.19E-04,21.40619562,0.043221469,99.99,99.99,21.31443779,0.144789553,20.99826916,0.142687126,,,2,?,B214,1,0,0,11.0164,41.43847778,18.54,18.26,17.65,17.14,16.53,15.684,15.109,14.711,20.882,0.059,21.498,0.098,-258,12,0.05,0.02,0.15,0,-1,3.41,17.21,-5.49,4.11,Bol 214,0.392532898
11.03658983,8.07E-06,41.63206078,3.09E-05,21.53942127,0.045149877,21.16350759,0.17215736,20.88770725,0.120188043,20.57153863,0.117646789,,,2,?,B216,1,0,1,11.0365875,41.63203056,17.47,17.45,17.25,16.86,16.62,15.271,,,19.765,0.018,20.505,0.035,-93,10,,,0.28,1,,,26.89,0.98,6.13,Bol 216,0.108981201
11.04384756,1.38E-04,41.3975119,3.07E-04,99.99,99.99,23.2642214,0.444044912,23.37350721,0.366799255,23.05733859,0.365974446,,,2,?,B217,1,0,0,11.0441625,41.39751111,17.81,17.43,16.51,15.95,15.31,14.586,13.806,13.707,21.817,0.119,,,-25,10,0.12,0.01,0.13,0,-0.84,1.98,16.05,-7.99,4.08,Bol 217,0.850507876
11.08099382,1.21E-04,41.5096394,1.31E-04,24.99315746,0.189963414,23.5134749,0.497705078,21.86647476,0.185085852,21.55030613,0.183445834,,,2,?,B220,1,0,1,11.081125,41.509625,17.42,17.33,16.55,16.1,15.49,14.878,14.21,14.138,21.015,0.073,,,-247,12,0.05,0.02,0.13,0,-1.09,2.26,22.36,-5.14,5.23,Bol 220,0.357423676
11.09601392,3.07E-05,41.55179353,6.69E-05,23.16964011,0.084773443,22.6565471,0.336515974,22.17270789,0.2124244,21.85653927,0.210996983,,,2,?,B221,1,0,0,11.09609583,41.55176111,18.07,17.76,16.86,16.13,15.59,14.669,14.071,13.939,21.725,0.102,,,-406,12,0.23,0.02,0.26,0,-0.83,2.08,24.77,-4.1,5.72,Bol 221,0.249636633
11.11260771,5.02E-06,41.57696316,1.17E-05,20.70673761,0.035329046,20.38253603,0.12300297,20.09783687,0.086294867,19.78166824,0.082718833,,,2,?,B223,1,0,1,11.11270833,41.57699167,17.919,17.958,17.81,17.467,17.67,,,,19.897,0.029,20.673,0.056,-101,12,,,0.17,1,,,26.42,-3.74,6.08,Bol 223,0.289763647
11.11275951,2.92E-05,41.48049385,3.19E-05,21.67887463,0.047336803,21.81986546,0.230493019,20.80833728,0.116149491,20.49216866,0.113517865,,,2,?,B224,1,0,1,11.11279167,41.480475,16.132,16.034,15.45,14.842,14.42,13.93,13.369,13.389,19.361,0.016,20.781,0.053,-161,2,0.13,0.02,0.15,0,-1.68,2.2,21.87,-7.34,5.25,Bol 224,0.11012903
11.13864851,4.42E-04,41.69067792,2.79E-04,99.99,99.99,99.99,99.99,23.73405543,0.432638012,23.41788681,0.431938943,,,2,?,B228,1,0,1,11.13834167,41.69100556,18.12,17.73,16.78,16.22,15.61,14.606,13.96,13.773,22.722,0.15,,,-457,26,0.13,0.01,0.24,0,-0.86,2.21,32.5,-0.41,7.4,Bol 228,1.43930479
11.14104613,1.97E-04,41.64106975,6.49E-05,22.288666,0.05920511,21.52249999,0.201798618,21.21375612,0.138519359,20.8975875,0.136320263,,,2,?,B229,1,0,1,11.140825,41.64120556,17.28,17.14,16.47,15.95,15.5,14.972,14.402,14.248,20.318,0.02,21.486,0.058,-31,5,0.07,0.02,0.11,0,,,30.22,-2.35,6.9,Bol 229,0.770019034
11.16071315,2.62E-04,41.46309031,6.63E-05,24.21782664,0.134000102,99.99,99.99,21.92996839,0.190434496,21.61379977,0.188840935,,,2,?,B231,1,0,1,11.16061667,41.46308889,18.49,18.11,17.27,16.84,16.13,15.26,,14.18,21.503,0.157,,,-266,12,0.15,0.03,0.15,0,-0.85,2.59,22.39,-9.67,5.55,Bol 231,0.260344972
11.17550375,8.63E-05,41.73175813,7.61E-05,21.23264733,0.040929988,21.53204657,0.202658304,20.65941468,0.108984651,20.34324605,0.106175588,,,2,?,B233,1,0,1,11.1754375,41.73177778,16.82,16.61,15.76,15.27,14.67,13.832,13.252,13.172,20.037,0.015,21.271,0.047,-74,8,0.17,0.01,0.17,0,-1.54,2.16,35.45,-0.2,8.07,Bol 233,0.191533287
11.1933267,1.96E-04,41.48829101,1.21E-04,25.69792605,0.261818734,23.43472615,0.480077583,22.57544515,0.254915949,22.25927652,0.253727694,,,2,?,B234,1,0,1,11.19322917,41.48826944,18.002,17.78,16.783,16.159,15.6,14.756,14.035,13.963,20.867,0.101,,,-207,10,0.11,0.02,0.23,0,-0.72,1.72,24.48,-9.88,6.01,Bol 234,0.274237272
11.24137195,8.78E-05,41.49013507,2.58E-05,22.66430587,0.068713825,22.21339666,0.275218713,22.16378068,0.211570414,21.84761205,0.210137196,,,2,?,B235,1,0,0,11.24132083,41.48992222,17.42,17.12,16.27,15.72,14.945,14.162,13.387,13.307,20.645,0.07,20.918,0.12,-98,9,0.11,0.01,0.14,0,-0.73,1.99,25.9,-11.52,6.46,Bol 235,0.778570263
10.9141339,4.06E-04,41.52170798,2.83E-04,25.47785381,0.236802592,23.23360879,0.43787176,99.99,99.99,99.99,99.99,,,2,?,B274,1,0,0,10.91399167,41.52172222,20.198,19.656,18.749,18.131,17.401,,,,,,,,,0,,,,0,,,18.29,1.21,4.18,Bol 274,0.386769024
11.09715112,1.23E-04,41.58433848,1.00E-04,23.89863867,0.116300337,22.78218018,0.356327166,21.84609637,0.183402936,21.52992775,0.181747732,,,2,?,B278,1,0,1,11.09717917,41.58440278,19.4,19.265,18.83,18.553,18.6,,,,21.609,0.178,22.21,0.22,-43,18,,,0.2,1,,,26.33,-2.92,6.03,Bol 278,0.243467373
11.11717871,4.85E-04,41.73614565,3.12E-04,25.74364044,0.267343781,99.99,99.99,99.99,99.99,99.99,99.99,,,2,?,B279,1,0,1,11.11665,41.73621111,19.939,19.35,18.549,17.723,16.964,15.4,14.493,14.296,,,,,-115,8,0.78,0.02,0.29,0,,,34.02,2.04,7.76,Bol 279,1.439736164
10.95167606,7.78E-05,41.4480428,3.35E-05,19.84186902,0.0295257,20.54502249,0.131734592,19.28956754,0.063345714,18.97339891,0.058380483,,,2,?,B472,1,0,0,10.95175833,41.44805,16.16,15.97,15.19,14.67,14.12,13.336,12.689,12.627,19.028,0.019,19.935,0.038,-106,6,0.13,0,0.12,0,-0.71,2.26,15.86,-2.85,3.67,Bol 472,0.223503531
11.28010967,2.73E-04,41.67519111,1.80E-04,99.99,99.99,99.99,99.99,23.43850362,0.377870315,23.12233499,0.377069724,,,2,?,B476,1,0,0,11.27995417,41.67530833,19.52,19.12,18.439,17.69,17,15.343,14.675,,,,,,-151,19,0.08,0.05,0.13,1,,,35.7,-5.97,8.24,Bol 476,0.594069101
11.28483502,8.49E-05,41.66061874,9.99E-05,21.94619946,0.052050342,21.10912003,0.168095523,21.12220806,0.133076284,20.80603943,0.130785697,,,2,?,B477,1,0,1,11.28470417,41.66045,18.61,18.645,18.46,18.124,17.63,,,,20.683,0.067,21.436,0.187,-110,12,,,0.35,1,,,35.13,-6.69,8.15,Bol 477,0.702055165
10.94804833,2.95E-04,41.45216181,1.93E-04,25.75523172,0.268763437,23.88079703,0.588974057,23.14605911,0.330581993,22.82989048,0.329666583,,,2,?,B103D,1,0,1,10.948075,41.45218611,18.945,18.55,17.694,17.122,16.408,15.546,14.78,14.746,,,21.98,0.23,-148,12,0.08,0.02,0.18,0,-0.22,1.74,15.96,-2.57,3.68,Bol D103,0.113272206
10.82244388,1.55E-04,41.52484972,8.23E-05,22.20722745,0.057381258,22.20601357,0.274301245,21.99848146,0.196388642,21.68231283,0.194843783,,,2,?,B098D,1,0,1,10.8225,41.52500278,19.066,19.057,18.757,18.514,17.982,,,,21.206,0.047,21.88,0.073,-159,16,,,0.24,1,,,15.91,4.57,3.77,Bol D098,0.571385181
10.98796654,2.41E-04,41.75904915,6.79E-05,23.49419408,0.097438835,23.4040738,0.473388187,22.51134818,0.247606235,22.19517956,0.246382728,,,2,?,B108D,1,0,0,10.98812083,41.75896111,19.199,18.962,18.454,17.864,17.54,16.395,15.797,15.444,20.7,0.06,21.09,0.09,-164,22,,,0.38,1,,,31.54,7.4,7.38,Bol D108,0.521667
10.99642581,1.55E-04,41.61161797,1.79E-04,25.6499727,0.256147741,23.65841458,0.531877843,23.47669605,0.384533031,23.16052742,0.383746339,,,2,?,B110D,1,0,1,10.99642917,41.6115,19.549,19.221,18.433,17.927,17.24,16.568,15.377,15.994,22.44,0.17,22.68,0.22,-251,12,,,0.28,0,,,24.81,1.63,5.66,Bol D110,0.424781025
11.0203859,8.81E-05,41.65148959,1.84E-04,21.70166231,0.047711258,21.74896698,0.223280361,20.65378777,0.108724137,20.33761914,0.105908165,,,2,?,B111D,1,0,1,11.0204,41.65157778,18.07,18.227,18,17.855,17.553,,,,19.094,0.025,19.538,0.037,-130,12,,,0.16,1,,5.73,27.37,2.28,6.25,Bol D111,0.319737612
11.11051991,1.16E-04,41.64924374,1.83E-04,22.66468749,0.068724463,22.47574312,0.309965933,22.83757218,0.287191986,22.52140355,0.286137796,,,2,?,B115D,1,0,1,11.11047917,41.64926667,19.011,18.942,18.32,18.083,17.26,,,,22.023,0.199,,,,0,,,,0,,,29.76,-0.98,6.78,Bol D115,0.137200968
11.02852117,9.68E-06,41.67432857,1.04E-04,18.07268076,0.024966328,18.08972621,0.054945781,17.87107022,0.041796277,17.5549016,0.033801333,,,2,?,B240D,1,0,1,11.0286625,41.67443889,16.998,17.963,17.947,18.001,17.865,,,,17.616,0.005,18.016,0.009,-148,12,,,,0,-1.74,2.01,28.67,2.84,6.56,Bol D240,0.549671845
11.03350048,1.62E-04,41.39824859,9.69E-05,25.0617762,0.195968481,24.5310139,0.793885754,23.05825758,0.317592621,22.74208896,0.31663966,,,2,?,M016,1,0,0,11.03352083,41.39839167,,19.87,19.457,19.225,17.81,,,,22.89,0.38,,,-194,19,,,0.07,1,,,15.8,-7.59,3.99,[MKK98] M 31 16,0.517989474
11.05797088,4.07E-05,41.37181268,4.60E-05,19.39542213,0.027705248,19.45416688,0.084916529,19.27211369,0.062953405,18.95594507,0.057954573,,,2,?,M020,1,0,0,11.05810833,41.37188056,18.174,18.765,18.93,18.556,19.43,,,,19.271,0.034,19.543,0.037,-220,30,,,0.18,1,,,15.23,-9.44,4.08,[MKK98] M 31 20,0.44452125
11.08193356,2.43E-05,41.40239939,5.32E-05,22.80348513,0.07273504,22.75274074,0.351580329,22.7683492,0.278281689,22.45218057,0.277193615,,,2,?,M025,1,0,0,11.08197083,41.40248056,18.982,18.942,18.64,18.545,18.93,,,,21.579,0.183,,,-166,18,,,0.17,1,,,17.34,-9.15,4.47,[MKK98] M 31 25,0.309029292
11.09161754,3.77E-04,41.5610234,2.85E-04,24.64580743,0.162357707,99.99,99.99,99.99,99.99,99.99,99.99,,,2,?,M028,1,0,1,11.09182917,41.56106111,19.812,19.546,18.66,18.674,18.29,,,,,,,,,0,,,,0,,,25.09,-3.6,5.77,[MKK98] M 31 28,0.586001017
11.10118161,3.73E-05,41.56621229,6.32E-05,22.63593148,0.067928721,23.22596341,0.436343668,21.30512165,0.144196534,20.98895303,0.142085333,,,2,?,M031,1,0,1,11.10112917,41.56615,19.39,19.362,18.9,18.716,18.15,,,,21.683,0.163,22.64,0.19,2,36,,,0.17,1,,,25.58,-3.74,5.89,[MKK98] M 31 31,0.26502488
11.13044746,6.08E-05,41.5013098,4.49E-05,22.976535,0.07814904,22.80711759,0.360399288,21.88380506,0.186529859,21.56763644,0.184902649,,,2,?,M039,1,0,1,11.13060833,41.50128889,20.044,20.004,18.94,19.404,19.47,,,,21.637,0.081,,,-82,22,,,0.17,1,,,23.35,-7.19,5.56,[MKK98] M 31 39,0.44022639
11.1312655,3.69E-04,41.46555057,1.31E-04,24.64098165,0.162004994,24.55044731,0.801007217,99.99,99.99,99.99,99.99,,,2,?,M040,1,0,0,11.13127917,41.465375,21.007,20.487,19.59,18.867,18.61,16.053,,,,,25.33,3.49,-204,29,0.84,0.04,0.13,1,,,21.68,-8.55,5.31,[MKK98] M 31 40,0.633117431
11.15116035,5.96E-04,41.59267798,1.83E-04,25.05345838,0.195230259,29.84103961,9.147459672,99.99,99.99,99.99,99.99,,,2,?,M045,1,0,1,11.1515625,41.59253056,20.469,19.391,18.73,18.481,17.364,,,,,,,,-178,29,,,0.13,1,,,28.23,-4.54,6.51,[MKK98] M 31 45,1.205803937
11.15266022,2.87E-05,41.45400299,5.59E-05,22.86462617,0.074593919,22.45139802,0.306559092,22.35989927,0.231180609,22.04373065,0.229869692,,,2,?,M046,1,0,1,11.15277917,41.45391111,19.184,19.069,19.01,18.468,17.88,,,,22.01,0.18,,,,0,,,,0,,,21.74,-9.73,5.42,[MKK98] M 31 46,0.460865622
11.15762396,1.36E-04,41.48116129,2.42E-04,26.20853124,0.330713504,23.22718125,0.436586716,23.27377712,0.35044753,22.9576085,0.349584142,,,2,?,M047,1,0,1,11.15757083,41.48115278,20.177,19.87,18.84,18.509,17.64,,,,,,,,-36,19,,,0.13,1,,,23.15,-8.89,5.65,[MKK98] M 31 47,0.146520478
11.16951707,2.27E-04,41.50183346,3.54E-04,99.99,99.99,99.99,99.99,23.19668039,0.338315163,22.88051177,0.337420732,,,2,?,M050,1,0,1,11.16947917,41.50181111,19.498,19.293,18.71,18.438,18.31,,,,20.904,0.104,21,0.09,-157,32,,,0.31,1,,,24.46,-8.54,5.9,[MKK98] M 31 50,0.130059832
11.29903055,3.66E-04,41.67216758,5.09E-05,25.28427018,0.216817653,99.99,99.99,24.20150142,0.536100244,23.8853328,0.535536248,,,2,?,M070,1,0,1,11.29913333,41.67217222,21.206,20.244,19.08,18.901,17.47,15.645,,,,,,,-136,18,0.52,0.04,0.13,1,,,36.08,-6.76,8.36,[MKK98] M 31 70,0.276889698
11.16281875,4.03E-04,41.74063917,2.34E-04,25.21264347,0.209868129,23.15053545,0.421554714,99.99,99.99,99.99,99.99,,,2,?,BH28,1,0,1,11.1628,41.7406,21.344,20.838,19.84,19.526,18.746,,,,,,,,,0,,,,0,,,35.51,0.58,8.09,M31GC J004439+414426,0.149747185
10.85003402,3.24E-05,41.64513336,2.26E-04,24.82085102,0.175707496,22.9125879,0.378154018,24.70218826,0.674730643,24.38601963,0.674282613,,,2,?,SK066A,1,0,1,10.85032083,41.64506944,21.116,20.815,19.883,19.312,18.441,,,,,,,,-197,26,,,,0,,,22.35,8.03,5.41,[KLG2007] GC1 066,0.805167727
10.94305349,5.03E-04,41.6580307,1.38E-04,25.89033143,0.285885487,27.88386199,3.714349316,99.99,99.99,99.99,99.99,,,2,?,SK071A,1,0,1,10.94335833,41.65793611,22.18,21.119,20.011,18.895,18.411,,,,,,,,-149,28,,,,0,,,25.53,5.23,5.94,[KLG2007] GC1 071,0.887822769
10.95940723,1.79E-04,41.69667213,2.79E-04,99.99,99.99,23.65363872,0.530714922,24.14772391,0.523028366,23.83155528,0.522450259,,,2,?,SK074A,1,0,1,10.95941667,41.69663889,19.989,19.59,18.805,18.231,17.538,,,,,,,,-90,34,,,,0,,,27.8,6.1,6.48,[KLG2007] GC1 074,0.122330911
11.10869075,4.03E-04,41.58747938,2.22E-04,25.53277763,0.242808393,23.03764057,0.400364778,23.32503625,0.358757489,23.00886763,0.357914147,,,2,?,SK086A,1,0,1,11.10862917,41.58734167,19.532,18.88,17.886,17.236,16.483,15.702,15.029,14.538,,,,,-69,23,,,,0,,,26.79,-3.22,6.15,[KLG2007] GC1 086,0.522757416
11.1496362,1.58E-04,41.63338696,2.57E-04,99.99,99.99,24.54756998,0.799948773,23.34543431,0.362119695,23.02926568,0.361284203,,,2,?,SK089A,1,0,1,11.14944167,41.63338889,20.902,20.463,19.424,18.747,17.854,,,,,,,,-86,19,,,,0,,,30.09,-2.94,6.89,[KLG2007] GC1 089,0.523464568
11.17701685,4.41E-04,41.68598915,8.94E-05,99.99,99.99,99.99,99.99,23.98803426,0.486072652,23.67186563,0.485450538,,,2,?,SK090A,1,0,0,11.17725833,41.68606111,20.828,20.464,19.675,19.145,18.593,,,,,,,,-125,31,,,,0,,,33.35,-1.96,7.61,[KLG2007] GC1 090,0.698998756
11.27144986,3.75E-04,41.70810656,2.82E-04,99.99,99.99,22.30510503,0.286883504,23.38656803,0.36899725,23.0703994,0.368177365,,,2,?,SK097A,1,0,0,11.27127917,41.70811111,19.668,19.581,18.946,18.606,18.001,,,,22.43,0.21,22.56,0.25,-131,21,,,,0,,,37,-4.44,8.49,[KLG2007] GC1 097,0.459026988
10.96776285,2.20E-05,41.6063141,3.46E-04,99.99,99.99,24.5009336,0.782987863,24.42945311,0.595260032,24.11328449,0.594752139,,,2,?,SK134C,1,0,1,10.968,41.60633333,21.119,20.754,19.861,19.265,18.535,,,,,,,,,0,,,,0,,,23.78,2.45,5.44,[KLG2007] GC3 134,0.642107864
10.99659797,5.36E-05,41.64536726,5.87E-05,20.76297956,0.03584106,20.49606956,0.129029136,20.01552579,0.083481976,19.69935716,0.079779958,,,2,?,C011,1,0,1,10.99655,41.64549167,18.213,18.384,18.053,18.202,17.972,,,,20.02,0.03,20.67,0.05,,0,,,,0,,,26.42,2.89,6.05,LGGS J004359.17+413843.8,0.466088359
11.22806413,3.05E-05,41.48110284,1.19E-04,24.59902377,0.158971838,23.30280931,0.451952199,23.14471051,0.33037845,22.82854189,0.329462473,,,2,?,KHM31-246,1,0,1,11.2280625,41.48093333,20.429,20.319,19.829,19.586,18.926,,,,,,,,-174,19,,,0.13,1,,,25.11,-11.38,6.28,KHM31 246,0.610246475
11.2743965,4.90E-04,41.59530382,1.59E-04,23.11329971,0.082774296,23.1670392,0.424746476,99.99,99.99,99.99,99.99,,,2,?,KHM31-264,1,0,1,11.27445,41.59535278,20.709,20.955,20.131,19.428,18.575,,,,,,21.25,0.11,,0,,,,0,,,31.78,-8.76,7.51,KHM31 264,0.227626954
11.27977722,8.87E-05,41.62174926,1.21E-05,20.81478337,0.036329847,21.05993173,0.16451266,20.96934827,0.124509094,20.65317965,0.122057838,,,2,?,KHM31-267,1,0,1,11.27966667,41.62177778,19.421,19.589,18.785,18.47,18.048,,,,20.77,0.15,21.11,0.19,,0,,,,0,,,33.17,-7.95,7.77,KHM31 267,0.314729932
10.97019728,1.44E-04,41.16607379,1.50E-04,25.58418722,0.664585453,23.26103021,0.365975298,21.35651373,0.143769375,19.87463556,0.142484159,,,7,?,B201,1,0,1,10.97017917,41.16607778,17.1,16.904,15.9,15.552,15.025,14.302,13.656,13.429,20.666,0.059,,,-706,11,0.04,0.02,0.12,0,-1.08,1.88,3.08,-13.96,3.26,Bol 201,0.051145498
10.99774736,1.38E-04,41.10285482,3.75E-05,22.10615311,0.140779975,22.10475396,0.217628626,21.11574775,0.130070879,19.63386957,0.128648887,,,7,?,B207,1,0,0,10.9977375,41.10299167,18.26,18.07,17.332,16.81,16.33,15.737,15.041,15.423,21.041,0.057,21.64,0.107,-173,12,0.05,0.02,0.08,0,-1.1,3.23,0.87,-17.28,3.94,Bol 207,0.493358291
11.01138261,3.59E-05,41.24014617,4.63E-05,20.85892291,0.087287057,20.37302616,0.105149237,20.94412466,0.121281619,19.46224648,0.119755307,,,7,?,B210,1,0,1,11.0115,41.24010833,18.11,18.09,17.57,17.158,16.2,14.934,,,20.336,0.075,20.738,0.099,-265,12,0.56,0.04,0.37,1,,7,7.72,-12.68,3.38,Bol 210,0.345737511
11.01284752,1.10E-04,41.08219841,9.91E-05,20.67478957,0.082070725,19.83121419,0.086169948,19.33842795,0.06890993,17.85654977,0.066186713,,,7,?,B212,1,0,0,11.01282917,41.08229722,16.23,16.22,15.48,15,14.48,13.817,13.169,13.131,19.16,0.017,20.275,0.048,-402,9,0.13,0.01,0.16,0,-2.07,2.46,0.32,-18.59,4.23,Bol 212,0.359190634
11.05956738,1.22E-04,41.32199651,2.98E-05,19.86079302,0.064917063,19.89277812,0.088048972,19.2941332,0.068051849,17.81225502,0.065292853,,,7,?,B218,1,0,1,11.05969583,41.32203333,16.06,15.66,14.79,14.23,13.63,12.766,12.076,11.944,19.074,0.024,19.735,0.046,-220,1,0.14,0.01,0.17,0,-0.71,1.86,12.93,-11.35,3.92,Bol 218,0.371734467
11.10555155,3.74E-04,41.23655359,6.35E-05,23.54869899,0.263448836,24.97320286,0.800829812,23.15645902,0.317470123,21.67458084,0.316890172,,,7,?,B222,1,0,0,11.10545,41.23656111,18.58,18.11,17.43,17.028,16.38,15.297,14.662,14.537,21.831,0.105,,,-303,10,0.05,0.02,0.28,1,,4.46,10.18,-16.14,4.35,Bol 222,0.276235655
11.1231145,9.15E-05,41.35984913,5.78E-05,20.27737015,0.072597988,20.07833215,0.094124453,19.65958304,0.075897736,18.17770486,0.073434112,,,7,?,B225,1,0,1,11.12316667,41.35979722,15.518,15.053,14.158,13.574,12.934,11.945,11.233,11.073,19.326,0.021,20.17,0.048,-165,1,0.1,0.01,0.12,0,-0.35,1.83,16.48,-12.19,4.67,Bol 225,0.234071259
11.16761714,5.09E-05,41.25007076,7.88E-05,21.29897295,0.102221723,20.56015127,0.113113935,19.67669578,0.07631019,18.1948176,0.073860325,,,7,?,B232,1,0,1,11.167625,41.25011667,16.49,16.39,15.67,15.2,14.6,13.942,13.351,13.272,19.49,0.021,20.673,0.06,-182,7,0.14,0.01,0.21,0,-2.01,2.41,12.56,-17.84,4.97,Bol 232,0.166636202
11.28846051,1.23E-04,41.37613023,1.25E-04,23.96637573,0.317884073,21.8233398,0.192256159,21.81386544,0.174785094,20.33198726,0.173729478,,,7,?,B237,1,0,0,11.28847917,41.37625,18.03,17.87,17.1,16.57,16.05,15.577,15.052,14.934,21.247,0.051,22.45,0.23,-86,12,0.14,0.02,0.18,0,,7.6,21.87,-17.41,6.37,Bol 237,0.434096201
11.31111981,2.29E-04,41.32693118,1.99E-04,24.65664681,0.43484721,23.52500956,0.412678585,22.34502735,0.220650504,20.86314917,0.219815257,,,7,?,B238,1,0,0,11.31114583,41.32691667,17.73,17.39,16.42,15.86,15.22,14.457,13.717,13.691,21.909,0.077,,,-35,9,0.11,0.02,0.16,0,-0.43,1.81,20.19,-20.05,6.48,Bol 238,0.087635776
11.35414485,9.00E-05,41.10618283,5.22E-05,20.3169096,0.073439811,19.99180534,0.091212557,19.27033178,0.06760071,17.7884536,0.064822516,,,7,?,B240,1,0,1,11.35433333,41.10615833,16.03,15.93,15.21,14.73,14.21,13.467,12.888,12.788,18.939,0.015,19.902,0.04,-56,5,0.13,0,0.13,0,-1.74,2.05,11.02,-29.81,7.24,Bol 240,0.518824516
11.07072165,5.49E-04,41.23744725,2.98E-04,24.69997928,0.443522129,99.99,99.99,99.99,99.99,99.99,99.99,,,7,?,B277,1,0,0,11.07047083,41.23771944,20.202,19.12,18.5,18.669,17.26,,,,,,,,-358,8,,,0.13,1,,,9.26,-14.86,3.99,Bol 277,1.192157097
11.17838663,3.02E-04,41.33566131,1.82E-04,23.86385991,0.303515843,99.99,99.99,99.99,99.99,99.99,99.99,,,7,?,B281,1,0,0,11.17845417,41.33571111,19.01,18.51,17.67,17.11,16.51,15.823,14.858,14.283,22.94,0.22,,,-203,12,0.12,0.02,0.08,1,,5.73,16.89,-15.04,5.15,Bol 281,0.255870242
11.230973,2.04E-04,41.28351856,2.18E-04,24.99875682,0.508335937,24.18747447,0.558529212,23.36705797,0.349248442,21.88517979,0.348721345,,,7,?,B283,1,0,0,11.23085,41.28343889,19.021,18.7,17.64,17.2,16.53,15.733,14.901,15.074,,,,,-83,12,0.08,0.06,0.19,0,-0.52,-0.65,15.89,-18.84,5.61,Bol 283,0.439295946
11.08828329,6.35E-05,41.3194746,2.21E-04,24.92425918,0.491324001,99.99,99.99,22.62147387,0.249559015,21.13959569,0.248820828,,,7,?,B112D,1,0,1,11.08847917,41.31940833,19.606,19.313,18.65,18.129,17.38,15.72,15.016,,,,,,-291,15,0.22,0.03,0.22,1,,,13.61,-12.46,4.2,Bol D112,0.580852784
11.00345537,2.25E-04,41.28669326,8.45E-05,23.2169028,0.227254873,22.92841983,0.314761335,22.0706516,0.19549552,20.58877342,0.194552309,,,7,?,M009,1,0,0,11.0034375,41.28669722,18.851,18.726,17.95,17.455,16.57,15.17,15.009,,21.462,0.174,22.41,0.34,-349,20,0.54,0.03,0.12,0,,,9.69,-10.67,3.28,[MKK98] M 31 09,0.050418238
11.07861005,2.36E-04,41.35260132,2.48E-05,23.08373329,0.214264255,22.30988944,0.238400124,21.29660576,0.140203883,19.81472758,0.138885677,,,7,?,M023,1,0,1,11.07884167,41.35266389,19.136,19.057,18.65,18.495,17.84,,,,20.94,0.11,22.83,0.54,-222,19,,,,0,,,14.91,-10.89,4.2,[MKK98] M 31 23,0.665220364
11.1413695,2.31E-04,41.35076081,2.02E-04,99.99,99.99,22.49495541,0.258958841,22.23753325,0.210399178,20.75565507,0.20952307,,,7,?,M042,1,0,0,11.14152917,41.35081111,19.322,19.214,18.64,18.692,18.27,,,,21.235,0.148,21.08,0.12,-233,23,,,0.04,1,,,16.57,-13.17,4.82,[MKK98] M 31 42,0.467944058
11.05123654,2.44E-04,41.35309818,4.00E-05,21.93236948,0.131060615,21.45233465,0.163673235,23.11770541,0.311956253,21.63582723,0.311366033,,,7,?,SK084A,1,0,1,11.05142917,41.35299722,19.961,20.082,19.344,18.465,17.69,,,,20.85,0.1,21.29,0.14,-81,62,,,,0,,,14.16,-9.9,3.94,[KLG2007] GC1 084,0.63486202
11.10453199,1.02E-04,41.34701731,5.40E-05,17.37278589,0.046734352,16.86943458,0.046699028,17.71769897,0.049693603,16.23582079,0.045842738,,,7,?,SK166B,1,0,1,11.10474167,41.34718056,15.416,16.044,15.766,15.588,15.686,14.96,14.498,14.696,16.81,0,16.82,0.01,,0,,,,0,,,15.37,-12.01,4.44,[KLG2007] GC2 166,0.816388106
11.20582103,2.82E-04,41.32647967,6.70E-05,24.37252225,0.382104841,24.23177363,0.569974249,23.6483252,0.396873236,22.16644702,0.39640947,,,7,?,KHM31-234,1,0,1,11.20572083,41.32653889,21.201,21.181,20.641,20.223,19.503,,,,23.35,0.46,,,-184,34,,,0.56,1,,,17.22,-16.34,5.41,KHM31 234,0.344713171
