RA_UVIT (deg),RA_std (deg),DEC_UVIT (deg),DEC_std (deg),F148W_AB,F148W_err,F172M_AB,F172M_err,N219M_AB,N219M_err,N279N_AB,N279N_err,F169M_AB,F169M_err,Field,Seq,Source_ID,f,p,c,RAJ2000,DEJ2000,U_vega,B_vega,V_vega,R_vega,I_vega,J_vega,H_vega,K_vega,NUV,NUV_err,FUV,FUV_err,Vr,e_Vr,E_B-V_1,e_E_B-V_1,E_B-V_2,r_E_B-V_2,__Fe_H_,Hbet,x,y,Rp,SimbadName,Separation
10.82591741,3.22E-05,41.18186963,3.11E-05,21.05901568,0.078213857,20.82185899,0.08567971,20.44826964,0.099403522,19.53689556,0.097297693,21.13703875,0.081450272,1,?,B165,1,0,1,10.8259,41.18187778,17.13,17.17,16.47,16.05,15.47,14.73,14.254,14.265,19.987,0.03,21.473,0.1,-35,24,0.12,0.01,0.15,0,-1.66,2.51,-0.2,-8.25,1.88,Bol 165,0.05554881
10.83789619,2.01E-04,41.23553412,7.38E-05,25.14693628,0.239227849,25.31515519,0.634731344,23.69828388,0.419247423,22.78690979,0.418753128,24.32830616,0.33626055,1,?,B167,1,0,1,10.83801667,41.23559167,18.885,18.43,17.41,16.91,16.13,15.256,14.529,14.783,,,,,-231,10,0.03,0.02,0.18,0,-0.25,2.03,2.67,-6.69,1.64,Bol 167,0.386390606
10.84612796,2.41E-04,41.25692266,9.88E-05,25.95109423,0.338594847,99.99,99.99,25.09958178,0.79747492,24.1882077,0.797215171,24.74620414,0.4072233,1,?,B169,1,0,1,10.8458375,41.25704167,19.194,18.31,17.08,16.592,15.77,14.975,14.239,13.943,,,,,-177,7,0.59,0.04,0.44,2,0.07,1.68,3.9,-6.18,1.66,Bol 169,0.89524196
10.85665191,4.20E-05,41.26030597,8.76E-05,22.9646661,0.109163201,22.43676782,0.171167972,22.13554522,0.206235307,21.22417114,0.20522861,23.3160254,0.211956822,1,?,B171,1,0,1,10.8566875,41.26031389,16.795,16.192,15.217,14.635,14.017,12.997,12.237,12.082,21.213,0.079,,,-273,3,0.11,0.01,0.19,0,-0.17,1.89,4.36,-6.44,1.77,Bol 171,0.100453193
10.85837683,2.53E-04,41.35869235,2.85E-04,25.68305144,0.301063416,23.47355411,0.27320768,23.52207932,0.386789784,22.61070524,0.386253955,99.99,99.99,1,?,B172,1,0,0,10.85835833,41.35878056,18.12,17.63,16.69,16.12,15.4,14.443,13.647,13.605,22.044,0.165,,,-272,10,0.18,0.02,0.17,0,,,9.05,-2.85,2.16,Bol 172,0.321438494
10.86970786,3.45E-04,41.37710466,4.06E-04,25.19695487,0.244329463,99.99,99.99,23.79455452,0.438133245,22.88318044,0.437660281,99.99,99.99,1,?,B173,1,0,0,10.86999167,41.37695833,18.906,18.537,17.589,16.966,16.68,15.542,14.763,14.488,23.02,0.37,,,-291,8,0.4,0.04,0.11,0,,,10.24,-2.59,2.41,Bol 173,0.93018034
10.87816764,9.57E-05,41.3545314,5.23E-05,19.47630184,0.072023889,19.52165307,0.053539229,19.105806,0.060583068,18.19443191,0.05706215,19.7134286,0.047863482,1,?,B178,1,0,0,10.8783,41.35454722,15.91,15.82,15.03,14.53,14.01,13.29,12.662,12.617,18.731,0.015,19.478,0.033,-138,6,0.12,0.01,0.1,0,-1.16,1.97,9.41,-3.72,2.3,Bol 178,0.36219212
10.87948027,5.66E-05,41.30400975,6.34E-05,21.72227348,0.084487066,21.26001376,0.102604379,20.47364673,0.100439266,19.56227265,0.098355615,21.98164224,0.11675423,1,?,B179,1,0,0,10.87962917,41.30406667,16.44,16.22,15.39,14.84,14.32,13.531,12.875,12.806,19.914,0.037,21.673,0.142,-139,2,0.1,0.01,0.1,0,-0.98,1.13,7.06,-5.64,2.06,Bol 179,0.45180515
10.88213343,4.02E-04,41.12953904,1.57E-04,23.46898923,0.126735148,99.99,99.99,22.843866,0.283954492,21.93249192,0.283224177,99.99,99.99,1,?,B180,1,0,1,10.88222083,41.12954167,17.26,16.9,16.02,15.46,14.82,14.149,13.333,13.404,21.207,0.067,,,-202,9,0.14,0.01,0.19,0,-0.75,1.6,-1.1,-12.19,2.79,Bol 180,0.237178616
10.90286279,1.28E-05,41.13682177,2.70E-04,99.99,99.99,99.99,99.99,21.21694756,0.137459951,20.30557347,0.135944912,99.99,99.99,1,?,B182,1,0,1,10.9028,41.13671111,16.62,16.36,15.43,14.82,14.14,13.248,12.522,12.446,20.027,0.031,20.636,0.063,-347,4,0.25,0.01,0.33,0,-0.97,2.39,-0.19,-12.66,2.88,Bol 182,0.433242781
10.90531357,1.72E-04,41.24536285,8.68E-05,23.51156353,0.128483309,23.80140099,0.317216085,22.11683341,0.204512934,21.20545932,0.203497718,23.92837484,0.280077224,1,?,B185,1,0,1,10.90535833,41.24543333,17.03,16.48,15.54,14.98,14.36,13.431,12.66,12.644,20.806,0.057,,,-163,6,0.11,0.01,0.21,0,-0.5,1.73,5.01,-8.72,2.29,Bol 185,0.281202163
10.46054007,1.69E-04,41.27383053,2.15E-04,25.39753548,0.266109959,24.77558642,0.495449024,23.59707447,0.400280729,22.68570039,0.399762983,99.99,99.99,1,?,B254,1,0,0,10.46055,41.27391111,19.866,19.613,18.698,18.112,17.366,,,,22.44,0.24,,,-421,12,,,0.29,0,,,-5.99,8.14,2.3,Bol 254,0.291334279
10.70845448,2.55E-05,41.32442752,8.49E-05,22.44726876,0.096222745,22.29247878,0.160525209,22.00177372,0.194250794,21.09039963,0.193181655,22.31262565,0.135072736,1,?,B262,1,0,1,10.70854167,41.32447778,18.599,18.4,17.605,17.106,16.661,,14.605,,21.251,0.152,,,-378,21,0.1,0.03,0.06,0,,,3.27,1.19,0.79,Bol 262,0.297150419
10.72156714,1.17E-04,41.27058243,1.02E-04,23.47412928,0.126943844,22.86643553,0.207533916,21.48485202,0.154490834,20.57347793,0.153144372,22.86610886,0.172968219,1,?,B264,1,0,1,10.72162083,41.27066667,18.76,18.583,17.577,17.172,16.811,,,,23.11,2.47,,,198,36,,,0.21,0,,,1.09,-1.26,0.38,Bol 264,0.336248062
10.78017429,3.25E-04,41.19673573,1.13E-04,24.58779926,0.190183633,99.99,99.99,99.99,99.99,99.99,99.99,25.43443494,0.558540988,1,?,B268,1,0,1,10.77996667,41.19661389,19.901,19.323,18.314,17.737,16.88,15.41,14.963,15.167,,,,,-233,13,0.14,0.03,0.29,0,,,-0.78,-6.07,1.4,Bol 268,0.713233946
10.7807772,2.96E-04,41.45906217,1.68E-04,25.01152625,0.226041396,24.47038235,0.430750048,25.67770744,1.04035854,24.76633336,1.040159445,26.79145488,1.042597802,1,?,B269,1,0,1,10.78075,41.45916111,20.545,19.91,18.698,17.897,17.142,14.843,,,,,,,-320,9,0.38,0.04,0.51,0,,,11.64,3.61,2.78,Bol 269,0.363661663
10.84624163,4.36E-04,41.42413274,6.29E-05,99.99,99.99,24.53437982,0.44357029,24.31836301,0.557030278,23.40698893,0.556658344,24.86393199,0.429818904,1,?,B271,1,0,0,10.8462,41.42395,19.744,19.42,18.463,17.858,17.304,,,,,,,,-352,35,,,0.59,1,,,11.79,-0.01,2.69,Bol 271,0.667400959
10.63803285,3.81E-04,41.33763836,2.23E-04,99.99,99.99,99.99,99.99,23.89934613,0.459670945,22.98797205,0.459220163,99.99,99.99,1,?,NB16,1,0,1,10.63789167,41.33789167,,18.21,17.55,16.74,15.98,14.631,,,,,,,-115,15,,,0.68,0,-1.27,3.34,1.95,4.19,1.05,NBol 16,0.98853091
10.64372819,1.17E-04,41.29204651,1.70E-04,99.99,99.99,23.56230324,0.284465782,22.92506464,0.294624847,22.01369055,0.293921046,23.38538203,0.218732172,1,?,NB17,1,0,1,10.64332917,41.29206111,19.879,19.642,18.922,18.474,18.104,,,,,,,,-561,51,,,0.13,3,,,-0.07,2.31,0.53,NBol 17,1.080587851
10.60414902,1.87E-04,41.20955745,3.89E-04,99.99,99.99,24.65275778,0.468308321,99.99,99.99,99.99,99.99,24.87924859,0.432850072,1,?,B053D,1,0,0,10.60395833,41.20963889,21.349,20.647,19.761,19.221,18.713,,,,,,,,-395,12,,,,0,,,-5.06,0.67,1.16,Bol D053,0.593842532
10.6582272,5.87E-05,41.26634929,5.55E-05,22.72673987,0.102649192,22.84927757,0.205935987,21.64036229,0.165436142,20.7289882,0.164179469,22.73012799,0.162718134,1,?,NB21,1,0,1,10.65825,41.26636389,,18.18,17.865,16.99,16.771,14.248,13.526,13.364,20.85,0.4,,,-773,40,0.54,0.04,0.02,0,,,-0.87,0.83,0.27,NBol 21,0.081054848
10.64394511,9.43E-05,41.31103622,1.52E-04,24.99988176,0.224948839,24.0473293,0.354922274,22.79343867,0.277528575,21.88206458,0.276781305,24.75128738,0.408173734,1,?,NB35,1,0,1,10.6439625,41.31121389,20.685,20.547,19.627,19.115,18.728,,,,,,,,-302,35,,,0.13,1,,,0.85,2.99,0.71,NBol 35,0.641336606
10.70219916,5.78E-05,41.26317434,4.72E-05,23.06936998,0.112367346,23.50146085,0.276697675,22.005682,0.194590272,21.09430792,0.193523009,22.58711623,0.152625547,1,?,NB39,1,0,1,10.7022875,41.26321667,18.551,18.222,17.941,17.29,17.876,,,,20.7,0.6,,,,0,,,,0,,,0.2,-0.85,0.2,NBol 39,0.283489016
10.70068754,2.44E-04,41.26664663,3.46E-04,99.99,99.99,99.99,99.99,22.58018339,0.251968368,21.66880931,0.251145056,99.99,99.99,1,?,NB41,1,0,1,10.70075,41.26683333,19.224,18.455,18.097,,17.183,,,,,,21.85,0.94,,0,,,,0,,,0.33,-0.66,0.17,NBol 41,0.693052675
10.686489,1.00E-04,41.24553725,6.16E-05,22.29051674,0.093131887,22.45281046,0.172397037,22.45837591,0.238474677,21.54700182,0.237604614,22.40529323,0.140743937,1,?,NB89,1,0,1,10.68657917,41.24561389,18.366,18.089,17.965,,16.888,,,,20.34,0.21,,,-332,6,,,0.13,3,-0.7,2.04,-1.06,-0.94,0.32,NBol 89,0.368352447
10.70380518,5.42E-04,41.30333141,3.44E-04,24.71569895,0.200196086,23.20690306,0.242055743,99.99,99.99,99.99,99.99,99.99,99.99,1,?,AU008,1,0,1,10.70400833,41.30312778,19.242,18.728,17.827,17.05,16.409,,,,,,,,,0,,,0.13,3,,,2.14,0.56,0.5,ACH 008,0.916106636
10.74221031,5.80E-04,41.28118026,0.001049982,99.99,99.99,99.99,99.99,23.33015589,0.354329058,22.4187818,0.353744063,99.99,99.99,1,?,AU010,1,0,1,10.74217917,41.28124167,19.149,18.493,17.506,16.66,16.296,15.068,14.398,15.007,,,,,-307,12,0.04,0.01,0.22,0,,,2.16,-1.6,0.61,ACH 010,0.236583249
10.44133297,3.53E-04,41.21697208,5.56E-05,24.14338535,0.160212709,22.91292721,0.21192909,23.07663395,0.315656773,22.16525986,0.314999967,24.25973064,0.325871978,1,?,B032D,1,0,0,10.441525,41.21706389,19.445,19.277,18.747,18.445,17.897,15.567,14.872,,22.034,0.179,,,-326,16,0.3,0.04,0.22,1,,,-9.21,6.73,2.6,Bol D032,0.616160371
10.51802986,2.24E-04,41.30203915,1.27E-04,24.54242044,0.186788734,23.7916323,0.315805451,23.08403093,0.316721693,22.17265684,0.3160671,24.40300263,0.347958359,1,?,B040D,1,0,0,10.51789167,41.30203611,19.827,19.506,18.811,18.345,17.74,,,,,,,,-318,15,,,0.49,1,,,-3.07,7.14,1.77,Bol D040,0.373908569
10.51968416,1.49E-04,41.27965851,1.57E-04,24.68060892,0.197382575,23.91993547,0.334853006,24.5010814,0.605759348,23.58970732,0.60541735,23.83989506,0.268994638,1,?,B041D,1,0,0,10.51966667,41.27981667,20.203,19.583,18.319,17.469,16.588,15.68,14.881,15.25,22.62,0.28,,,-289,11,0.42,0.03,0.64,0,-1.49,2,-4.08,6.25,1.7,Bol D041,0.57134416
10.54121338,1.88E-04,41.3538953,3.79E-04,24.97493858,0.222630038,24.56077775,0.44897003,99.99,99.99,99.99,99.99,25.24681509,0.512414573,1,?,B045D,1,0,0,10.54115833,41.35403333,21.214,20.305,19.087,18.31,17.496,16.043,15.181,15.637,,,,,-313,16,0.34,0.03,0.41,0,,,0.03,8.23,1.87,Bol D045,0.518719858
10.58550711,3.29E-04,41.0771661,1.22E-04,25.261102,0.251060961,23.78970826,0.315528366,25.11155308,0.801875728,24.20017899,0.801617405,24.70041975,0.398762741,1,?,B051D,1,0,0,10.58562083,41.07719722,20.158,19.741,18.808,18.248,17.59,15.568,,,,,,,-209,28,0.12,0.03,0.13,1,,,-11.84,-3.57,2.82,Bol D051,0.328325817
10.63565821,9.18E-05,41.36158165,9.76E-05,22.07128525,0.089356396,21.85492984,0.132401472,21.9478715,0.189632444,21.03649741,0.188537117,22.13324308,0.124783903,1,?,B061D,1,0,1,10.63564167,41.36163611,19.636,19.646,19.329,19.175,18.811,,,,21.85,0.115,,,-214,31,,,0.34,1,,,3.01,5.15,1.36,Bol D061,0.201090415
10.64801751,6.97E-05,41.24285872,3.71E-05,21.47323597,0.081733851,21.38739751,0.108269527,20.29223298,0.093324095,19.38085889,0.091077811,21.66115421,0.101603625,1,?,B064D,1,0,1,10.64805,41.24283889,17.54,17.21,16.47,15.84,15.17,,13.546,13.465,20.78,0.11,22.02,0.26,-72,10,,,0.14,0,,,-2.27,0.32,0.52,Bol D064,0.113288427
10.66610095,4.53E-04,41.34443132,2.39E-04,99.99,99.99,99.99,99.99,23.92872686,0.46589949,23.01735277,0.465454741,27.680815,1.570044257,1,?,B068D,1,0,1,10.66625,41.34442222,19.92,19.56,18.652,18.053,17.411,,,,,,,,-202,11,,,0.08,0,,,3.04,3.43,1.04,Bol D068,0.40416441
10.69059536,5.76E-04,41.4572301,4.01E-04,99.99,99.99,23.7785059,0.313920008,99.99,99.99,99.99,99.99,99.99,99.99,1,?,B072D,1,0,3,10.69079167,41.4575,20.322,19.969,19.047,18.562,18.101,,,,,,,,-262,11,,,0.16,0,,,9.07,6.73,2.57,Bol D072,1.106615566
10.71599933,6.63E-04,41.3680165,0.001274683,25.6718421,0.2995974,24.16959123,0.375331187,99.99,99.99,99.99,99.99,25.40905959,0.552066396,1,?,B078D,1,0,0,10.7160875,41.36814167,21.643,20.658,19.396,18.635,17.886,,,14.861,,,,,-36,14,0.56,0.04,0.49,0,,,5.55,2.54,1.39,Bol D078,0.509674837
10.7454486,3.00E-05,41.15248983,7.34E-05,23.5788564,0.131338626,23.68713993,0.301110459,22.25309768,0.217411006,21.3417236,0.216456292,23.96309096,0.284551595,1,?,B087D,1,0,1,10.7455375,41.15245278,18.684,18.451,17.625,17.103,16.47,15.492,14.843,14.31,22.18,0.13,,,-661,9,0.14,0.02,0.14,0,,,-3.83,-6.48,1.71,Bol D087,0.275425607
10.74745073,1.39E-04,41.07160143,1.42E-04,24.07716646,0.156331811,22.1856753,0.153105944,22.61204691,0.255627206,21.70067282,0.254815717,23.56028242,0.236824836,1,?,B088D,1,0,1,10.74740833,41.07149167,18.739,18.58,17.877,,,,,,,,,,,0,,,,0,,,-7.6,-9.54,2.78,Bol D088,0.411551718
10.75561667,5.81E-05,41.44003767,9.08E-05,23.58786368,0.131729536,22.91555681,0.212180566,23.27466654,0.345470697,22.36329245,0.344870676,23.24782055,0.205504867,1,?,B089D,1,0,0,10.75566667,41.44,19.891,19.653,19.067,18.763,18.355,,,,22.452,0.188,23.06,0.3,-172,17,,,0.25,1,,,10.04,3.79,2.44,Bol D089,0.191298753
10.75472764,0.001466207,41.26942794,1.56E-04,99.99,99.99,25.28991938,0.627414545,23.45012851,0.374280345,22.53875442,0.373726581,25.3410778,0.535089775,1,?,B090D,1,0,1,10.75498333,41.26949722,19.081,18.353,17.373,16.736,15.989,14.53,13.61,13.569,,,,,-9,8,0.7,0.02,0.13,3,-0.09,1.54,1.96,-2.49,0.72,Bol D090,0.73542825
10.75676954,3.20E-04,41.21910081,4.22E-04,99.99,99.99,23.57698093,0.286372968,23.26484192,0.343925957,22.35346784,0.343323237,99.99,99.99,1,?,B092D,1,0,1,10.75684167,41.21919722,20.493,19.602,18.543,17.896,17.193,,,,,,,,-321,11,,,0.36,0,,,-0.36,-4.42,1.01,Bol D092,0.398264445
10.80842415,4.09E-04,41.14569988,1.38E-04,24.18054966,0.162453434,23.84002403,0.322856536,99.99,99.99,99.99,99.99,23.04032025,0.187096824,1,?,B095D,1,0,0,10.8085,41.14579444,19.834,19.623,19.062,18.589,17.71,,,,22.37,0.19,21.92,0.12,-304,17,,,0.3,1,,,-2.39,-8.97,2.11,Bol D095,0.397698342
10.81975242,4.15E-04,41.10955027,1.52E-04,24.93507664,0.218984598,99.99,99.99,99.99,99.99,99.99,99.99,25.4125185,0.552944487,1,?,B097D,1,0,0,10.81957083,41.10929444,19.649,19.254,18.41,17.878,17.121,15.878,15.406,14.89,22.84,0.33,,,-328,9,0.64,0.02,0.38,1,,,-3.8,-10.71,2.59,Bol D097,1.044414056
10.95463021,3.00E-05,41.2375844,5.98E-05,20.93812849,0.077393105,20.80144999,0.084980276,21.72437124,0.171697723,20.81299715,0.17048721,21.03128962,0.077989528,1,?,B104D,1,0,1,10.95461667,41.23781667,18.716,18.841,18.32,17.905,17.44,16.163,15.3,,20.41,0.052,21.001,0.09,-272,17,,,,0,,,6.03,-10.75,2.81,Bol D104,0.83696377
10.93781397,1.39E-04,41.30328993,4.40E-05,22.7769638,0.103939789,22.49574856,0.175733068,21.9961625,0.193764497,21.08478841,0.19269266,23.248602,0.20557763,1,?,M001,1,0,0,10.93785833,41.30333611,19.683,19.579,19.38,18.869,18.05,,,,21.906,0.14,,,-239,31,,,0.2,1,,,8.65,-7.73,2.64,[MKK98] M 31 01,0.20502275
10.71112796,1.88E-04,41.17601213,3.63E-04,24.48630978,0.182701359,99.99,99.99,24.01399728,0.48446347,23.10262319,0.484035778,24.74239334,0.406512241,1,?,BH18,1,0,1,10.71132083,41.17596111,19.553,19.177,18.178,17.644,16.886,,,,,,,,-518,14,,,0.21,0,,,-3.67,-4.4,1.3,M31GC J004251+405841,0.55396602
10.76563588,3.47E-04,41.34133606,2.99E-04,99.99,99.99,99.99,99.99,24.74270762,0.676849464,23.83133353,0.676543405,99.99,99.99,1,?,BH23,1,0,1,10.76567917,41.34110556,20.394,19.577,18.828,17.827,16.857,15.877,15.201,15.372,,,,,,0,0.05,0,,0,,,5.65,-0.22,1.29,M31GC J004304+412028,0.838016059
10.69282799,2.10E-04,41.30906872,2.88E-04,23.91475024,0.14739586,23.34399963,0.257587629,99.99,99.99,99.99,99.99,24.06925363,0.298690539,1,?,B523,1,0,1,10.69282917,41.30899722,19.803,19.577,18.677,18.153,17.245,,,,,,,,,0,,,,0,,,2.11,1.18,0.55,Bol 523,0.25740623
10.86545679,8.75E-05,41.20844437,6.00E-05,99.99,99.99,99.99,99.99,23.0587697,0.313099993,22.14739562,0.312437812,99.99,99.99,1,?,B536,1,1,1,10.865,41.20846667,,,19.66,,17.77,,,,,,,,,0,,,,0,,,2.14,-8.66,2.03,Bol 536,1.23973255
10.56585517,5.00E-04,41.33465201,4.83E-04,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,25.26165917,0.515920226,1,?,B539,1,1,1,10.56583333,41.33459722,,,19.37,,,,,,,,,,,0,,,,0,,,-0.2,6.63,1.51,Bol 539,0.205883307
10.58585992,1.67E-04,41.33707187,3.00E-04,25.29986414,0.255233767,24.32870737,0.403684577,23.7771137,0.434649029,22.86573961,0.434172269,99.99,99.99,1,?,B540,1,1,1,10.58583333,41.33708889,,,18.89,,,,,,,,,,,0,,,,0,,,0.47,6.01,1.37,Bol 540,0.09444769
10.68803856,2.61E-04,41.13736118,3.33E-04,25.31869971,0.257290558,99.99,99.99,99.99,99.99,99.99,99.99,26.80042131,1.046909062,1,?,SK054A,1,0,0,10.68780833,41.13752778,19.468,19.343,18.439,17.917,17.353,,,,,,,,-510,25,,,,0,,,-6.14,-4.98,1.8,[KLG2007] GC1 054,0.865664179
10.79105659,4.30E-04,41.31683089,2.44E-04,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,23.76194428,0.259601521,1,?,SK059A,1,0,1,10.79109167,41.31691667,19.586,18.829,17.723,17.045,16.362,15.114,14.268,14.03,,,,,-166,35,,,,0,,,5.21,-2.02,1.27,[KLG2007] GC1 059,0.323040453
10.94443531,3.58E-04,41.37441502,3.36E-04,99.99,99.99,24.36800546,0.411014999,23.39754767,0.365399234,22.48617358,0.36483199,99.99,99.99,1,?,SK072A,1,0,0,10.9445,41.37451111,19.04,18.585,17.556,16.938,16.195,15.232,14.308,14.15,23.06,0.47,,,-160,39,,,,0,,,12.19,-5.32,3.03,[KLG2007] GC1 072,0.38756475
10.78323784,3.72E-04,41.3049775,2.13E-04,25.21697687,0.246407527,24.02123885,0.350714883,22.8509789,0.284873123,21.93960481,0.284145169,99.99,99.99,1,?,PHF6-1,1,0,1,10.78325,41.30506111,19.302,18.629,17.643,17.034,16.375,15.253,14.325,14.166,,,,,-117,11,,,0.13,3,,,4.43,-2.18,1.12,,0.302804236
10.5394087,2.72E-04,41.29617676,1.64E-04,99.99,99.99,24.84186078,0.510746116,99.99,99.99,99.99,99.99,26.25014636,0.812725703,1,?,MITA140,1,0,0,10.53955833,41.29600278,20.017,18.621,17.069,16.064,15.153,13.58,12.738,12.546,,,23.4,0.47,-319,11,,,0.86,0,,,-2.76,6.14,1.53,[M93b] 140,0.745713085
10.77274547,1.67E-04,41.57426374,1.96E-04,24.76211865,0.171105398,99.99,99.99,22.99476982,0.308524903,22.6786012,0.307543846,,,2,?,B149,1,0,1,10.77279167,41.57419722,18,17.93,17.034,16.32,15.75,14.687,13.951,13.672,22.528,0.183,,,-60,12,0.34,0.02,0.37,0,-1,2.93,16.85,8.15,4.26,Bol 149,0.269849369
10.8439444,2.61E-04,41.73476238,3.63E-04,26.08463423,0.312469433,99.99,99.99,24.44050659,0.598290073,24.12433796,0.597784754,,,2,?,B168,1,0,0,10.84385833,41.73487778,20.204,19.23,17.971,16.988,15.968,14.57,13.554,13.522,,,22.15,0.22,-190,14,0.54,0.05,0.76,0,,,26.41,11.59,6.57,Bol 168,0.475451176
10.87618799,5.84E-05,41.64902306,1.15E-04,21.91698891,0.051500085,23.32584223,0.456739873,21.95311223,0.192424333,21.63694361,0.190847388,,,2,?,B174,1,0,1,10.8762625,41.64893056,16.81,16.47,15.47,14.83,14.18,13.315,12.586,12.489,20.315,0.02,21.318,0.049,-478,14,0.32,0.01,0.28,0,-1.05,1.92,23.25,7.26,5.55,Bol 174,0.38869689
10.88552746,1.66E-04,41.48540068,2.36E-04,24.65094948,0.162734418,22.83059086,0.36427574,23.08185034,0.321031051,22.76568172,0.320088327,,,2,?,B181,1,0,0,10.88523333,41.48531389,18.25,17.86,16.95,16.33,15.67,14.659,13.941,13.735,21.672,0.179,21.702,0.156,-256,10,0.23,0.01,0.13,0,,,15.77,0.88,3.6,Bol 181,0.852549063
10.90613684,3.18E-04,41.60966392,3.18E-04,99.99,99.99,99.99,99.99,23.0159199,0.311516016,22.69975127,0.310544409,,,2,?,B184,1,0,0,10.9063125,41.60962222,19.062,18.39,17.24,16.49,15.83,14.788,13.981,14.04,,,,,-152,12,0.21,0.03,0.27,0,-0.01,1.79,22.22,4.74,5.18,Bol 184,0.496078367
10.90935456,3.06E-04,41.60688486,2.40E-04,25.98720756,0.298840648,99.99,99.99,23.2913588,0.353275578,22.97519017,0.352419119,,,2,?,B186,1,0,0,10.90920417,41.60665833,20.076,19.1,18.02,17.46,16.64,15.521,14.49,14.307,,,,,-119,10,0.24,0.1,0.25,0,,,22.17,4.53,5.15,Bol 186,0.910453225
10.91101665,1.02E-04,41.49646056,2.91E-04,24.72589169,0.168329365,23.6156967,0.521566812,23.14478028,0.330388976,22.82861165,0.329473029,,,2,?,B187,1,0,0,10.9109375,41.49634722,18.53,18.21,17.17,16.52,15.78,15.068,14.286,14.318,,,,,-130,10,0.35,0.02,0.36,0,-1.52,2.55,17.01,0.38,3.87,Bol 187,0.460452063
10.9269599,5.12E-04,41.58958287,2.11E-04,25.34636092,0.223032554,99.99,99.99,23.69662723,0.425280903,23.38045861,0.424569721,,,2,?,B189,1,0,0,10.92664583,41.58978333,18.97,18.04,16.99,16.39,15.65,14.648,13.85,13.65,22.63,0.16,,,-148,8,0.04,0.03,0.24,0,,,21.85,3.29,5.03,Bol 189,1.111702744
10.9306738,1.79E-04,41.56832402,8.98E-05,23.49226156,0.097357296,23.96078099,0.610988257,22.45893792,0.241789869,22.14276929,0.24053678,,,2,?,B190,1,0,1,10.93077917,41.56826667,18.08,17.7,16.82,16.27,15.68,14.847,14.232,14.297,21.375,0.042,,,-86,12,0.1,0.02,0.25,0,-0.8,2.52,20.95,2.35,4.8,Bol 190,0.350936421
10.93541774,1.55E-04,41.62403163,3.60E-05,22.28872153,0.059206381,23.21779828,0.434717663,21.57782319,0.162698751,21.26165457,0.160830609,,,2,?,B192,1,0,0,10.93546667,41.62416944,18.529,18.491,18.186,18.013,17.648,,,,20.804,0.032,21.852,0.075,-124,16,,,0.09,1,,,23.72,4.25,5.49,Bol 192,0.513302735
10.93976888,4.27E-04,41.61590291,2.78E-05,99.99,99.99,23.77719952,0.561644291,22.41868153,0.237418112,22.1025129,0.236141825,,,2,?,B193,1,0,1,10.93959583,41.61596667,16.91,16.3,15.33,14.76,14.05,13.057,12.324,12.146,21.24,0.051,21.962,0.102,-59,2,0.11,0.01,0.23,0,0.04,1.95,23.45,3.8,5.41,Bol 193,0.519224735
10.95896893,3.31E-04,41.53101271,1.45E-04,99.99,99.99,99.99,99.99,22.39363966,0.234739871,22.07747103,0.233448942,,,2,?,B198,1,0,1,10.95885833,41.53124722,18.761,18.529,17.55,17.15,16.44,16.052,15.447,15.493,,,20.251,0.058,-105,12,0.08,0,0.22,0,-0.55,2.33,19.98,-0.02,4.55,Bol 198,0.895316154
10.96012311,3.17E-04,41.48953151,2.15E-04,25.88679834,0.285423917,99.99,99.99,23.79341268,0.444570068,23.47724405,0.443889792,,,2,?,B200,1,0,0,10.96007083,41.4896,19.679,19.374,18.55,17.83,17.02,,,,,,,,-153,12,,,0.34,0,-0.43,2.17,18.05,-1.6,4.13,Bol 200,0.284019244
10.98266215,5.89E-05,41.54307314,6.48E-05,26.47414108,0.373535,23.14509034,0.420507001,22.86917604,0.291356476,22.55300741,0.290317408,,,2,?,B203,1,0,1,10.98264583,41.54311389,17.83,17.61,16.68,16.16,15.48,14.53,13.864,13.726,21.931,0.067,,,-199,12,0.16,0.02,0.17,0,-0.64,1.04,21.21,-0.42,4.83,Bol 203,0.153158305
10.99222595,8.54E-05,41.41059765,5.20E-05,21.93884893,0.051911031,21.82637607,0.23116755,20.50286219,0.10200179,20.18669357,0.09899478,,,2,?,B205,1,0,0,10.99238333,41.41058611,16.58,16.29,15.46,14.93,14.34,13.539,12.799,12.713,20.099,0.033,22.068,0.194,-373,19,0.14,0.01,0.12,0,-1.16,1.58,15.23,-5.68,3.7,Bol 205,0.426940958
10.99418683,1.36E-04,41.50498132,1.56E-05,20.60462054,0.03444729,20.40339242,0.12408449,19.57502007,0.070334945,19.25885145,0.065898451,,,2,?,B206,1,0,1,10.99424167,41.50499167,16.07,15.856,15.06,14.54,14.03,13.165,12.521,12.489,19.201,0.015,20.427,0.042,-192,12,0.13,0.01,0.1,0,-1.16,2.26,19.73,-2.24,4.52,Bol 206,0.152473884
11.00006108,5.02E-05,41.38646006,2.88E-04,25.30318069,0.218691475,99.99,99.99,25.94047866,1.192598981,25.62431004,1.192345558,,,2,?,B208,1,0,0,11.00027917,41.38656667,19.36,18.73,17.81,17.19,16.41,15.678,15,14.703,,,,,-222,12,0.13,0.02,0.21,0,-0.32,3.21,14.31,-6.85,3.61,Bol 208,0.703023564
