,Source_ID,minimized chi^2,log(Z_old_1),log(Z_old_1)_err_lo,log(Z_old_1)_err_hi,log(age_old_1)/10,log(age_old_1)/10_err_lo,log(age_old_1)/10_err_hi,log(M_old_1)/10,log(M_old_1)/10_err_lo,log(M_old_1)/10_err_hi,E(B-V)_old,E(B-V)_old_err_lo,E(B-V)_old_err_hi,log(Z_old_2),log(Z_old_2)_err_lo,log(Z_old_2)_err_hi,log(age_old_2)/10,log(age_old_2)/10_err_lo,log(age_old_2)/10_err_hi,log(M_old_2)/10,log(M_old_2)/10_err_lo,log(M_old_2)/10_err_hi,E(B-V)_young,E(B-V)_young_err_lo,E(B-V)_young_err_hi,log(Z_young),log(Z_young)_err_lo,log(Z_young)_err_hi,log(age_young)/10,log(age_young)/10_err_lo,log(age_young)/10_err_hi,log(M_young)/10,log(M_young)/10_err_lo,log(M_young)/10_err_hi
Source at row 4,B059,1421.3464649802875,-0.2650204644739839,N/A,N/A,0.8647103649403562,N/A,N/A,0.10457200886014638,N/A,0.40791162287002103,0.839069798060609,N/A,N/A,-0.26500516364939875,N/A,N/A,0.9886857988034431,N/A,N/A,0.11610487683868162,N/A,0.4967988616248714,0.7771438115636441,0.022055753807322165,0.020557161930508938,-0.14836000616299175,0.03879154084828565,0.004508248601628434,0.6801523428276338,0.00028973308258306574,0.0010989373738216068,0.31134656202183447,0.003358721825225619,0.002926413271943429
