F148W,F169M,F172M,N219M,N279N,f275w,f336w,f475w,f814w,f110w,f160w,Z,log(age)
1.30918E-21,1.34815E-21,1.36529E-21,1.48423E-21,1.52999E-21,1.53E-21,1.12E-21,6.46E-21,4.01E-21,5.22E-21,6.04067E-21,1.00E-02,8.00E+00
9.29066E-22,9.75138E-22,9.9588E-22,1.10787E-21,1.16768E-21,1.17E-21,9.79E-22,6.83E-21,4.24E-21,6.35E-21,8.09695E-21,1.00E-02,8.10E+00
6.8358E-22,7.34241E-22,7.59185E-22,8.66515E-22,9.3566E-22,9.33E-22,8.28E-22,5.28E-21,3.28E-21,4.83E-21,6.12401E-21,1.00E-02,8.20E+00
4.54588E-22,5.00021E-22,5.25852E-22,6.13647E-22,6.81398E-22,6.80E-22,7.41E-22,4.83E-21,3.00E-21,4.22E-21,5.13496E-21,1.00E-02,8.30E+00
2.92302E-22,3.31289E-22,3.56446E-22,4.26024E-22,4.88875E-22,4.88E-22,6.31E-22,4.60E-21,2.85E-21,4.33E-21,5.54048E-21,1.00E-02,8.40E+00
1.83718E-22,2.19442E-22,2.45709E-22,3.03646E-22,3.64574E-22,3.64E-22,5.24E-22,3.23E-21,2.00E-21,2.80E-21,3.39927E-21,1.00E-02,8.50E+00
9.00577E-23,1.17025E-22,1.41828E-22,1.85573E-22,2.37804E-22,2.39E-22,4.61E-22,4.09E-21,2.54E-21,4.06E-21,5.37823E-21,1.00E-02,8.60E+00
4.29938E-23,6.13124E-23,8.51336E-23,1.20934E-22,1.66731E-22,1.68E-22,3.79E-22,3.16E-21,1.96E-21,2.89E-21,3.63096E-21,1.00E-02,8.70E+00
2.14069E-23,3.06224E-23,4.81054E-23,7.59179E-23,1.13506E-22,1.16E-22,3.29E-22,3.48E-21,2.16E-21,3.32E-21,4.29488E-21,1.00E-02,8.80E+00
9.2716E-24,1.33433E-23,2.47415E-23,4.7332E-23,8.01454E-23,8.23E-23,2.75E-22,3.33E-21,2.07E-21,3.27E-21,4.30247E-21,1.00E-02,8.90E+00
3.38526E-24,4.93254E-24,1.05558E-23,2.64504E-23,5.4138E-23,5.64E-23,2.07E-22,2.17E-21,1.35E-21,1.96E-21,2.42852E-21,1.00E-02,9.00E+00
2.00618E-24,2.73587E-24,5.23579E-24,1.5296E-23,3.77073E-23,3.99E-23,1.52E-22,1.20E-21,7.42E-22,8.61E-22,8.60636E-22,1.00E-02,9.10E+00
1.29395E-24,1.7375E-24,2.82958E-24,8.47886E-24,2.50707E-23,2.71E-23,1.30E-22,1.43E-21,8.87E-22,1.25E-21,1.51236E-21,1.00E-02,9.20E+00
7.64325E-25,1.02831E-24,1.58762E-24,4.7376E-24,1.66387E-23,1.83E-23,1.01E-22,1.25E-21,7.75E-22,1.16E-21,1.44941E-21,1.00E-02,9.30E+00
3.02847E-25,4.16576E-25,6.71809E-25,2.34696E-24,1.04189E-23,1.17E-23,7.90E-23,1.02E-21,6.34E-22,9.45E-22,1.18279E-21,1.00E-02,9.40E+00
1.35054E-25,1.93924E-25,3.35355E-25,1.24333E-24,6.71279E-24,7.69E-24,6.01E-23,8.09E-22,5.02E-22,7.55E-22,9.49735E-22,1.00E-02,9.50E+00
6.68862E-26,8.16779E-26,1.37551E-25,6.21971E-25,4.28076E-24,4.99E-24,4.59E-23,6.35E-22,3.94E-22,5.93E-22,7.42829E-22,1.00E-02,9.60E+00
4.16316E-26,4.12762E-26,5.34682E-26,2.95966E-25,2.81356E-24,3.34E-24,3.58E-23,5.14E-22,3.19E-22,4.86E-22,6.14166E-22,1.00E-02,9.70E+00
2.99328E-26,2.89766E-26,3.43289E-26,1.90365E-25,2.1181E-24,2.54E-24,2.89E-23,4.10E-22,2.55E-22,3.81E-22,4.73517E-22,1.00E-02,9.80E+00
1.61667E-26,1.57816E-26,1.8301E-26,1.14445E-25,1.49919E-24,1.80E-24,1.83E-23,2.39E-22,1.49E-22,2.17E-22,2.63715E-22,1.00E-02,9.90E+00
2.80056E-26,2.6762E-26,2.90865E-26,8.25882E-26,1.02249E-24,1.24E-24,1.77E-23,2.67E-22,1.66E-22,2.53E-22,3.18088E-22,1.00E-02,1.00E+01
8.20006E-27,7.60077E-27,7.68454E-27,3.89993E-26,7.90774E-25,9.69E-25,1.26E-23,1.72E-22,1.07E-22,1.56E-22,1.87005E-22,1.00E-02,1.01E+01
2.06221E-26,1.92545E-26,1.88442E-26,3.49915E-26,5.42788E-25,6.71E-25,1.20E-23,1.94E-22,1.20E-22,1.89E-22,2.40659E-22,1.00E-02,1.02E+01
2.26392E-26,2.10081E-26,2.07145E-26,3.27119E-26,4.95477E-25,6.18E-25,1.35E-23,2.28E-22,1.41E-22,2.27E-22,2.94227E-22,1.00E-02,1.03E+01
1.27515E-26,1.2016E-26,1.16033E-26,1.40631E-26,1.603E-25,2.02E-25,5.12E-24,8.81E-23,5.47E-23,8.62E-23,1.08583E-22,1.00E-02,1.04E+01
3.14352E-27,2.83822E-27,2.61287E-27,3.61994E-27,1.04777E-25,1.35E-25,4.10E-24,7.26E-23,4.50E-23,7.17E-23,9.05085E-23,1.00E-02,1.05E+01
9.60292E-27,1.76147E-26,3.79768E-26,8.08223E-26,2.2076E-25,2.47E-25,4.01E-24,6.77E-23,4.20E-23,6.69E-23,8.44258E-23,1.00E-02,1.06E+01
3.51883E-25,3.8664E-25,4.03467E-25,4.70375E-25,5.89726E-25,6.06E-25,3.82E-24,6.27E-23,3.89E-23,6.14E-23,7.68881E-23,1.00E-02,1.07E+01
6.99493E-25,6.51534E-25,6.29596E-25,5.99407E-25,6.06126E-25,6.36E-25,5.45E-24,1.07E-22,6.67E-23,1.13E-22,1.51276E-22,1.00E-02,1.08E+01
1.68178E-25,1.47684E-25,1.5224E-25,1.69122E-25,1.36011E-25,1.46E-25,1.70E-24,3.83E-23,2.38E-23,4.05E-23,5.31677E-23,1.00E-02,1.09E+01
1.79271E-25,1.50257E-25,1.56879E-25,2.09556E-25,1.47579E-25,1.57E-25,6.98E-25,1.50E-23,9.30E-24,1.55E-23,2.0504E-23,1.00E-02,1.10E+01
1.09032E-19,1.01144E-19,9.75441E-20,8.60591E-20,5.90442E-20,6.15E-20,9.54E-21,2.02E-20,1.25E-20,7.54E-21,4.03424E-21,1.40E-02,6.00E+00
1.26679E-19,1.1716E-19,1.14432E-19,1.03202E-19,7.24427E-20,7.54E-20,1.19E-20,2.51E-20,1.56E-20,9.39E-21,4.99324E-21,1.40E-02,6.10E+00
1.32196E-19,1.22051E-19,1.20034E-19,1.09766E-19,7.75809E-20,8.07E-20,1.28E-20,2.72E-20,1.69E-20,1.02E-20,5.40207E-21,1.40E-02,6.20E+00
1.30573E-19,1.20235E-19,1.19081E-19,1.10159E-19,7.90078E-20,8.21E-20,1.32E-20,2.83E-20,1.75E-20,1.06E-20,5.65488E-21,1.40E-02,6.30E+00
1.29368E-19,1.18307E-19,1.18015E-19,1.11414E-19,8.4059E-20,8.71E-20,1.47E-20,3.17E-20,1.97E-20,1.20E-20,6.41818E-21,1.40E-02,6.40E+00
1.06798E-19,9.70779E-20,9.72362E-20,9.26814E-20,7.27352E-20,7.54E-20,1.39E-20,3.18E-20,1.97E-20,1.26E-20,6.99923E-21,1.40E-02,6.50E+00
7.71782E-20,7.00837E-20,7.00163E-20,6.6517E-20,5.33668E-20,5.51E-20,1.09E-20,2.68E-20,1.66E-20,1.19E-20,7.92939E-21,1.40E-02,6.60E+00
5.75458E-20,5.19258E-20,5.18024E-20,4.86228E-20,3.88141E-20,4.01E-20,8.03E-21,2.68E-20,1.66E-20,1.81E-20,1.91147E-20,1.40E-02,6.70E+00
4.15892E-20,3.74232E-20,3.72525E-20,3.45519E-20,2.82081E-20,2.91E-20,6.19E-21,2.84E-20,1.76E-20,2.48E-20,3.08083E-20,1.40E-02,6.80E+00
2.99018E-20,2.69691E-20,2.69163E-20,2.50997E-20,2.10716E-20,2.18E-20,4.95E-21,3.32E-20,2.06E-20,3.56E-20,4.90895E-20,1.40E-02,6.90E+00
2.05945E-20,1.86188E-20,1.86968E-20,1.75349E-20,1.51562E-20,1.56E-20,3.85E-21,2.69E-20,1.67E-20,2.87E-20,3.95695E-20,1.40E-02,7.00E+00
1.45416E-20,1.31408E-20,1.34371E-20,1.29228E-20,1.11988E-20,1.15E-20,3.06E-21,1.98E-20,1.23E-20,1.95E-20,2.58538E-20,1.40E-02,7.10E+00
1.03474E-20,9.43923E-21,9.69075E-21,9.47196E-21,8.38475E-21,8.61E-21,2.66E-21,1.48E-20,9.20E-21,1.28E-20,1.58351E-20,1.40E-02,7.20E+00
7.56203E-21,7.00743E-21,7.17955E-21,7.12441E-21,6.46117E-21,6.61E-21,2.47E-21,1.23E-20,7.65E-21,9.75E-21,1.1253E-20,1.40E-02,7.30E+00
5.9546E-21,5.60107E-21,5.71664E-21,5.73173E-21,5.29851E-21,5.40E-21,2.24E-21,1.00E-20,6.22E-21,7.27E-21,7.82714E-21,1.40E-02,7.40E+00
4.60007E-21,4.39903E-21,4.47289E-21,4.54023E-21,4.28376E-21,4.35E-21,1.98E-21,8.52E-21,5.29E-21,5.88E-21,6.0241E-21,1.40E-02,7.50E+00
3.52927E-21,3.42903E-21,3.47544E-21,3.57688E-21,3.44642E-21,3.49E-21,1.81E-21,7.86E-21,4.88E-21,5.27E-21,5.18359E-21,1.40E-02,7.60E+00
2.75844E-21,2.7301E-21,2.7632E-21,2.88845E-21,2.84235E-21,2.87E-21,1.63E-21,7.41E-21,4.60E-21,4.89E-21,4.6789E-21,1.40E-02,7.70E+00
2.07456E-21,2.08938E-21,2.11659E-21,2.2551E-21,2.26193E-21,2.27E-21,1.35E-21,6.97E-21,4.33E-21,5.64E-21,6.52777E-21,1.40E-02,7.80E+00
1.5487E-21,1.58519E-21,1.61138E-21,1.75096E-21,1.79046E-21,1.79E-21,1.19E-21,6.41E-21,3.98E-21,5.21E-21,6.01806E-21,1.40E-02,7.90E+00
1.18822E-21,1.23868E-21,1.26751E-21,1.40711E-21,1.46575E-21,1.46E-21,1.05E-21,6.23E-21,3.86E-21,5.71E-21,7.14885E-21,1.40E-02,8.00E+00
8.40295E-22,8.95068E-22,9.25472E-22,1.05371E-21,1.1224E-21,1.12E-21,9.47E-22,6.37E-21,3.95E-21,6.26E-21,8.14478E-21,1.40E-02,8.10E+00
5.8934E-22,6.4341E-22,6.74817E-22,7.87503E-22,8.5821E-22,8.56E-22,8.02E-22,4.84E-21,3.01E-21,4.50E-21,5.692E-21,1.40E-02,8.20E+00
3.80236E-22,4.27568E-22,4.5802E-22,5.48255E-22,6.15063E-22,6.14E-22,7.02E-22,4.62E-21,2.87E-21,4.43E-21,5.68416E-21,1.40E-02,8.30E+00
2.36053E-22,2.75937E-22,3.05186E-22,3.75375E-22,4.36522E-22,4.37E-22,5.97E-22,3.88E-21,2.41E-21,3.61E-21,4.52612E-21,1.40E-02,8.40E+00
1.28935E-22,1.62067E-22,1.90836E-22,2.45695E-22,3.0171E-22,3.03E-22,4.97E-22,3.46E-21,2.15E-21,3.45E-21,4.51988E-21,1.40E-02,8.50E+00
6.26737E-23,8.58675E-23,1.12231E-22,1.54548E-22,2.02696E-22,2.04E-22,4.21E-22,3.36E-21,2.09E-21,3.30E-21,4.27686E-21,1.40E-02,8.60E+00
3.04211E-23,4.3591E-23,6.58939E-23,1.00765E-22,1.42414E-22,1.45E-22,3.61E-22,3.47E-21,2.15E-21,3.52E-21,4.66943E-21,1.40E-02,8.70E+00
1.69855E-23,2.27829E-23,3.66374E-23,6.30757E-23,9.79601E-23,1.01E-22,3.07E-22,3.49E-21,2.17E-21,3.57E-21,4.748E-21,1.40E-02,8.80E+00
7.46133E-24,9.93534E-24,1.71951E-23,3.60167E-23,6.5474E-23,6.80E-23,2.55E-22,3.32E-21,2.06E-21,3.45E-21,4.64015E-21,1.40E-02,8.90E+00
2.38639E-24,3.29058E-24,6.43133E-24,1.80979E-23,4.26064E-23,4.52E-23,1.87E-22,2.07E-21,1.28E-21,1.98E-21,2.52463E-21,1.40E-02,9.00E+00
1.6275E-24,2.02433E-24,3.21897E-24,9.66997E-24,2.83941E-23,3.09E-23,1.59E-22,1.98E-21,1.23E-21,1.93E-21,2.49101E-21,1.40E-02,9.10E+00
1.17947E-24,1.51952E-24,2.10035E-24,5.58519E-24,1.9115E-23,2.12E-23,1.14E-22,1.28E-21,7.92E-22,1.16E-21,1.41654E-21,1.40E-02,9.20E+00
5.79686E-25,8.22022E-25,1.22603E-24,3.1961E-24,1.28131E-23,1.45E-23,9.07E-23,1.12E-21,6.96E-22,1.07E-21,1.34914E-21,1.40E-02,9.30E+00
2.46669E-25,3.22556E-25,5.14878E-25,1.56267E-24,8.10396E-24,9.37E-24,7.70E-23,1.06E-21,6.60E-22,1.04E-21,1.32754E-21,1.40E-02,9.40E+00
8.91559E-26,1.17239E-25,2.01411E-25,7.52112E-25,5.20092E-24,6.13E-24,5.68E-23,8.02E-22,4.98E-22,7.94E-22,1.02384E-21,1.40E-02,9.50E+00
3.99505E-26,4.78494E-26,8.66369E-26,3.87546E-25,3.38724E-24,4.05E-24,4.00E-23,5.25E-22,3.26E-22,4.97E-22,6.18947E-22,1.40E-02,9.60E+00
3.52197E-26,3.42242E-26,4.03136E-26,1.80348E-25,2.19807E-24,2.67E-24,3.11E-23,4.46E-22,2.77E-22,4.34E-22,5.5159E-22,1.40E-02,9.70E+00
2.96142E-26,2.78797E-26,2.95358E-26,1.08699E-25,1.56663E-24,1.92E-24,2.55E-23,3.75E-22,2.32E-22,3.66E-22,4.64927E-22,1.40E-02,9.80E+00
2.66398E-26,2.49349E-26,2.58334E-26,7.53552E-26,1.18009E-24,1.46E-24,2.20E-23,3.33E-22,2.06E-22,3.26E-22,4.15992E-22,1.40E-02,9.90E+00
8.76956E-27,8.21996E-27,8.49127E-27,3.7971E-26,8.77192E-25,1.09E-24,1.55E-23,2.09E-22,1.29E-22,1.90E-22,2.28336E-22,1.40E-02,1.00E+01
2.0527E-26,1.91062E-26,1.87599E-26,3.41005E-26,6.0795E-25,7.56E-25,1.37E-23,2.17E-22,1.34E-22,2.16E-22,2.77413E-22,1.40E-02,1.01E+01
1.62017E-26,1.50032E-26,1.45794E-26,2.20441E-26,4.45052E-25,5.60E-25,1.30E-23,2.20E-22,1.37E-22,2.27E-22,2.9682E-22,1.40E-02,1.02E+01
7.34672E-27,6.74519E-27,6.39629E-27,1.12021E-26,3.11833E-25,3.92E-25,8.26E-24,1.30E-22,8.07E-23,1.28E-22,1.60649E-22,1.40E-02,1.03E+01
2.1487E-26,2.01194E-26,1.97696E-26,2.1816E-26,2.16964E-25,2.74E-25,9.23E-24,1.73E-22,1.07E-22,1.86E-22,2.49942E-22,1.40E-02,1.04E+01
1.46995E-26,2.3392E-26,4.0624E-26,6.80825E-26,1.8311E-25,2.13E-25,4.76E-24,8.77E-23,5.44E-23,9.28E-23,1.22036E-22,1.40E-02,1.05E+01
4.17652E-25,4.48228E-25,4.63484E-25,5.33941E-25,6.12011E-25,6.22E-25,3.10E-24,5.48E-23,3.40E-23,5.76E-23,7.46435E-23,1.40E-02,1.06E+01
8.19009E-25,7.34818E-25,7.11004E-25,6.50188E-25,5.63508E-25,5.84E-25,2.24E-24,4.59E-23,2.85E-23,4.94E-23,6.47716E-23,1.40E-02,1.07E+01
3.58554E-25,3.07039E-25,3.18589E-25,3.95007E-25,2.9755E-25,3.18E-25,2.37E-24,4.75E-23,2.95E-23,4.95E-23,6.35772E-23,1.40E-02,1.08E+01
3.50582E-25,2.99339E-25,3.11157E-25,4.14583E-25,2.97218E-25,3.19E-25,3.34E-24,7.56E-23,4.69E-23,8.39E-23,1.14023E-22,1.40E-02,1.09E+01
1.51575E-25,1.28455E-25,1.3407E-25,1.87932E-25,1.22858E-25,1.30E-25,5.30E-25,1.22E-23,7.59E-24,1.33E-23,1.7754E-23,1.40E-02,1.10E+01
1.20169E-19,1.12237E-19,1.09874E-19,9.89398E-20,6.92685E-20,7.21E-20,1.13E-20,2.41E-20,1.50E-20,9.02E-21,4.82182E-21,2.00E-02,6.00E+00
1.40564E-19,1.3022E-19,1.29296E-19,1.19882E-19,8.74392E-20,9.09E-20,1.46E-20,3.15E-20,1.95E-20,1.18E-20,6.26437E-21,2.00E-02,6.10E+00
1.43021E-19,1.31642E-19,1.31342E-19,1.23218E-19,9.11235E-20,9.47E-20,1.54E-20,3.32E-20,2.06E-20,1.24E-20,6.60455E-21,2.00E-02,6.20E+00
1.38892E-19,1.27911E-19,1.28635E-19,1.20824E-19,9.09917E-20,9.44E-20,1.56E-20,3.38E-20,2.10E-20,1.27E-20,6.77615E-21,2.00E-02,6.30E+00
1.23593E-19,1.13835E-19,1.15306E-19,1.08953E-19,8.35283E-20,8.65E-20,1.47E-20,3.22E-20,2.00E-20,1.22E-20,6.56449E-21,2.00E-02,6.40E+00
1.01032E-19,9.25275E-20,9.37629E-20,9.03549E-20,7.19454E-20,7.44E-20,1.39E-20,3.15E-20,1.96E-20,1.24E-20,6.78147E-21,2.00E-02,6.50E+00
7.25823E-20,6.64901E-20,6.69827E-20,6.41332E-20,5.2221E-20,5.39E-20,1.11E-20,2.79E-20,1.73E-20,1.26E-20,8.46881E-21,2.00E-02,6.60E+00
5.37902E-20,4.87401E-20,4.90826E-20,4.6276E-20,3.79452E-20,3.92E-20,7.92E-21,2.60E-20,1.61E-20,1.83E-20,2.00002E-20,2.00E-02,6.70E+00
3.87002E-20,3.49557E-20,3.52281E-20,3.32276E-20,2.79749E-20,2.89E-20,6.19E-21,2.91E-20,1.80E-20,2.83E-20,3.68868E-20,2.00E-02,6.80E+00
2.6963E-20,2.42897E-20,2.45213E-20,2.31959E-20,2.01166E-20,2.08E-20,4.70E-21,3.17E-20,1.97E-20,3.86E-20,5.52172E-20,2.00E-02,6.90E+00
1.8666E-20,1.68313E-20,1.71851E-20,1.64908E-20,1.45608E-20,1.50E-20,3.63E-21,2.39E-20,1.49E-20,2.72E-20,3.79068E-20,2.00E-02,7.00E+00
1.30535E-20,1.17834E-20,1.22885E-20,1.21294E-20,1.0663E-20,1.10E-20,2.92E-21,1.84E-20,1.14E-20,1.89E-20,2.52825E-20,2.00E-02,7.10E+00
9.43169E-21,8.61535E-21,8.96774E-21,8.9522E-21,8.07627E-21,8.28E-21,2.42E-21,1.34E-20,8.33E-21,1.23E-20,1.56339E-20,2.00E-02,7.20E+00
6.94783E-21,6.44486E-21,6.67309E-21,6.73045E-21,6.19827E-21,6.33E-21,2.28E-21,1.27E-20,7.86E-21,1.08E-20,1.2917E-20,2.00E-02,7.30E+00
5.5657E-21,5.25452E-21,5.41831E-21,5.531E-21,5.20133E-21,5.29E-21,2.06E-21,9.43E-21,5.85E-21,7.14E-21,7.92249E-21,2.00E-02,7.40E+00
4.25241E-21,4.08833E-21,4.19465E-21,4.33076E-21,4.15247E-21,4.21E-21,1.85E-21,9.15E-21,5.68E-21,6.82E-21,7.37479E-21,2.00E-02,7.50E+00
3.26593E-21,3.19802E-21,3.27068E-21,3.42528E-21,3.34855E-21,3.38E-21,1.60E-21,8.01E-21,4.97E-21,5.89E-21,6.28999E-21,2.00E-02,7.60E+00
2.48712E-21,2.48383E-21,2.54038E-21,2.71085E-21,2.70147E-21,2.71E-21,1.41E-21,7.70E-21,4.78E-21,6.62E-21,7.94052E-21,2.00E-02,7.70E+00
1.87892E-21,1.9145E-21,1.96288E-21,2.13679E-21,2.16881E-21,2.17E-21,1.23E-21,7.09E-21,4.40E-21,7.24E-21,9.55258E-21,2.00E-02,7.80E+00
1.38805E-21,1.44026E-21,1.48296E-21,1.65161E-21,1.71086E-21,1.71E-21,1.10E-21,6.00E-21,3.72E-21,5.40E-21,6.62258E-21,2.00E-02,7.90E+00
1.03749E-21,1.09728E-21,1.1397E-21,1.29972E-21,1.3707E-21,1.37E-21,9.96E-22,5.82E-21,3.61E-21,5.85E-21,7.64222E-21,2.00E-02,8.00E+00
7.16218E-22,7.76721E-22,8.17214E-22,9.5707E-22,1.03043E-21,1.03E-21,8.97E-22,5.76E-21,3.57E-21,6.14E-21,8.23464E-21,2.00E-02,8.10E+00
4.79312E-22,5.33725E-22,5.72252E-22,6.86066E-22,7.53872E-22,7.53E-22,7.65E-22,4.66E-21,2.89E-21,4.72E-21,6.15842E-21,2.00E-02,8.20E+00
2.94323E-22,3.41167E-22,3.76834E-22,4.65739E-22,5.29025E-22,5.29E-22,6.71E-22,4.67E-21,2.90E-21,5.17E-21,7.02838E-21,2.00E-02,8.30E+00
1.75392E-22,2.1306E-22,2.462E-22,3.1379E-22,3.7013E-22,3.71E-22,5.46E-22,3.37E-21,2.09E-21,3.32E-21,4.25111E-21,2.00E-02,8.40E+00
8.60485E-23,1.14989E-22,1.46321E-22,1.99242E-22,2.5036E-22,2.52E-22,4.57E-22,3.05E-21,1.89E-21,3.16E-21,4.14981E-21,2.00E-02,8.50E+00
4.33531E-23,6.14719E-23,8.82319E-23,1.30499E-22,1.7493E-22,1.78E-22,3.89E-22,2.82E-21,1.75E-21,2.81E-21,3.60899E-21,2.00E-02,8.60E+00
2.15818E-23,3.05261E-23,5.00411E-23,8.4302E-23,1.23326E-22,1.26E-22,3.42E-22,3.31E-21,2.05E-21,3.58E-21,4.81997E-21,2.00E-02,8.70E+00
1.17247E-23,1.51159E-23,2.47253E-23,4.78377E-23,8.05996E-23,8.38E-23,2.87E-22,3.31E-21,2.05E-21,3.55E-21,4.75455E-21,2.00E-02,8.80E+00
4.93896E-24,6.33424E-24,1.04074E-23,2.43261E-23,5.0711E-23,5.37E-23,2.27E-22,2.98E-21,1.85E-21,3.27E-21,4.42451E-21,2.00E-02,8.90E+00
2.55777E-24,3.14994E-24,4.78012E-24,1.23252E-23,3.3036E-23,3.60E-23,1.75E-22,2.21E-21,1.37E-21,2.34E-21,3.10932E-21,2.00E-02,9.00E+00
1.2113E-24,1.44213E-24,1.99533E-24,5.5922E-24,2.05146E-23,2.31E-23,1.36E-22,1.53E-21,9.49E-22,1.46E-21,1.81461E-21,2.00E-02,9.10E+00
6.59642E-25,8.29271E-25,1.13412E-24,2.99457E-24,1.34229E-23,1.55E-23,1.05E-22,1.16E-21,7.18E-22,1.03E-21,1.22421E-21,2.00E-02,9.20E+00
4.21743E-25,5.64119E-25,7.90091E-25,1.86981E-24,9.12993E-24,1.07E-23,8.18E-23,1.08E-21,6.72E-22,1.13E-21,1.48069E-21,2.00E-02,9.30E+00
1.79023E-25,2.48405E-25,4.03521E-25,1.04995E-24,6.06627E-24,7.21E-24,6.39E-23,8.45E-22,5.25E-22,8.58E-22,1.10442E-21,2.00E-02,9.40E+00
7.94664E-26,1.01343E-25,1.62244E-25,4.8785E-25,3.77265E-24,4.56E-24,4.85E-23,6.89E-22,4.27E-22,7.16E-22,9.35054E-22,2.00E-02,9.50E+00
5.11732E-26,5.36962E-26,7.47397E-26,2.36947E-25,2.37486E-24,2.91E-24,3.70E-23,5.51E-22,3.42E-22,5.73E-22,7.47269E-22,2.00E-02,9.60E+00
3.74637E-26,3.51258E-26,3.72175E-26,1.0331E-25,1.47686E-24,1.84E-24,2.79E-23,4.29E-22,2.66E-22,4.48E-22,5.85565E-22,2.00E-02,9.70E+00
2.62756E-26,2.48206E-26,2.6311E-26,6.36621E-26,1.01398E-24,1.27E-24,2.14E-23,3.30E-22,2.05E-22,3.39E-22,4.39395E-22,2.00E-02,9.80E+00
2.10233E-26,1.94164E-26,1.9236E-26,3.96963E-26,7.57969E-25,9.55E-25,1.83E-23,2.92E-22,1.81E-22,3.02E-22,3.9127E-22,2.00E-02,9.90E+00
1.37887E-26,1.26849E-26,1.20009E-26,2.31407E-26,5.2502E-25,6.63E-25,1.19E-23,1.74E-22,1.08E-22,1.70E-22,2.13001E-22,2.00E-02,1.00E+01
1.50416E-26,1.40531E-26,1.37869E-26,1.96652E-26,3.40465E-25,4.30E-25,1.11E-23,1.89E-22,1.17E-22,1.99E-22,2.59627E-22,2.00E-02,1.01E+01
6.393E-27,5.77942E-27,5.35762E-27,7.98936E-27,2.48782E-25,3.16E-25,7.93E-24,1.25E-22,7.76E-23,1.25E-22,1.56105E-22,2.00E-02,1.02E+01
1.0562E-26,9.91411E-27,9.83976E-27,1.13372E-26,1.66872E-25,2.13E-25,7.60E-24,1.41E-22,8.75E-23,1.55E-22,2.07318E-22,2.00E-02,1.03E+01
1.24959E-25,1.47302E-25,1.69349E-25,2.31148E-25,4.30539E-25,4.75E-25,6.32E-24,9.43E-23,5.85E-23,8.99E-23,1.08836E-22,2.00E-02,1.04E+01
1.17762E-24,1.08033E-24,1.07299E-24,1.06988E-24,9.92442E-25,1.02E-24,4.44E-24,9.96E-23,6.18E-23,1.24E-22,1.7607E-22,2.00E-02,1.05E+01
4.00521E-25,3.4057E-25,3.5474E-25,4.8263E-25,3.29483E-25,3.51E-25,1.90E-24,4.30E-23,2.67E-23,4.88E-23,6.44083E-23,2.00E-02,1.06E+01
3.3528E-25,2.8968E-25,2.9996E-25,3.68163E-25,2.60668E-25,2.76E-25,1.75E-24,4.12E-23,2.56E-23,4.67E-23,6.16153E-23,2.00E-02,1.07E+01
3.53952E-25,3.00088E-25,3.11307E-25,4.34746E-25,2.83463E-25,3.01E-25,1.77E-24,4.07E-23,2.53E-23,4.52E-23,5.89524E-23,2.00E-02,1.08E+01
1.3938E-25,1.21657E-25,1.25668E-25,1.51389E-25,1.16559E-25,1.26E-25,3.01E-24,7.11E-23,4.41E-23,8.09E-23,1.09706E-22,2.00E-02,1.09E+01
1.29038E-25,1.09977E-25,1.14943E-25,1.65418E-25,1.0334E-25,1.10E-25,4.25E-25,1.05E-23,6.50E-24,1.19E-23,1.59234E-23,2.00E-02,1.10E+01
1.41494E-19,1.32155E-19,1.32971E-19,1.24225E-19,9.10193E-20,9.47E-20,1.52E-20,3.25E-20,2.02E-20,1.22E-20,6.50797E-21,3.00E-02,6.00E+00
1.53043E-19,1.40732E-19,1.43257E-19,1.37107E-19,1.04049E-19,1.08E-19,1.77E-20,3.81E-20,2.36E-20,1.43E-20,7.58023E-21,3.00E-02,6.10E+00
1.4656E-19,1.34031E-19,1.36825E-19,1.31481E-19,1.00405E-19,1.04E-19,1.72E-20,3.69E-20,2.29E-20,1.38E-20,7.34784E-21,3.00E-02,6.20E+00
1.35368E-19,1.24065E-19,1.27959E-19,1.21284E-19,9.40017E-20,9.74E-20,1.64E-20,3.54E-20,2.20E-20,1.34E-20,7.1383E-21,3.00E-02,6.30E+00
1.20494E-19,1.10838E-19,1.15363E-19,1.08826E-19,8.56321E-20,8.86E-20,1.54E-20,3.35E-20,2.08E-20,1.28E-20,6.88495E-21,3.00E-02,6.40E+00
9.91913E-20,9.06121E-20,9.43289E-20,9.23228E-20,7.44941E-20,7.71E-20,1.44E-20,3.25E-20,2.02E-20,1.29E-20,7.14047E-21,3.00E-02,6.50E+00
6.85314E-20,6.29229E-20,6.49127E-20,6.32108E-20,5.47171E-20,5.63E-20,1.25E-20,3.23E-20,2.00E-20,1.56E-20,1.16681E-20,3.00E-02,6.60E+00
4.9608E-20,4.49825E-20,4.63962E-20,4.46487E-20,3.84086E-20,3.96E-20,8.25E-21,2.51E-20,1.55E-20,1.84E-20,2.06222E-20,3.00E-02,6.70E+00
3.49964E-20,3.15906E-20,3.24087E-20,3.10939E-20,2.76457E-20,2.85E-20,6.19E-21,2.93E-20,1.82E-20,3.48E-20,4.8469E-20,3.00E-02,6.80E+00
2.43408E-20,2.19286E-20,2.28283E-20,2.24304E-20,2.01153E-20,2.08E-20,4.74E-21,2.66E-20,1.65E-20,3.47E-20,5.01438E-20,3.00E-02,6.90E+00
