,F148W_meas_flux [mJy],F148W_err [mJy],F148W_avg_wav [nm],F148W_old_1_flux [mJy],F148W_old_2_flux [mJy],F148W_young_flux [mJy],FUV_meas_flux [mJy],FUV_err [mJy],FUV_avg_wav [nm],FUV_old_1_flux [mJy],FUV_old_2_flux [mJy],FUV_young_flux [mJy],F169M_meas_flux [mJy],F169M_err [mJy],F169M_avg_wav [nm],F169M_old_1_flux [mJy],F169M_old_2_flux [mJy],F169M_young_flux [mJy],F172M_meas_flux [mJy],F172M_err [mJy],F172M_avg_wav [nm],F172M_old_1_flux [mJy],F172M_old_2_flux [mJy],F172M_young_flux [mJy],N219M_meas_flux [mJy],N219M_err [mJy],N219M_avg_wav [nm],N219M_old_1_flux [mJy],N219M_old_2_flux [mJy],N219M_young_flux [mJy],NUV_meas_flux [mJy],NUV_err [mJy],NUV_avg_wav [nm],NUV_old_1_flux [mJy],NUV_old_2_flux [mJy],NUV_young_flux [mJy],N279N_meas_flux [mJy],N279N_err [mJy],N279N_avg_wav [nm],N279N_old_1_flux [mJy],N279N_old_2_flux [mJy],N279N_young_flux [mJy],U_meas_flux [mJy],U_err [mJy],U_avg_wav [nm],U_old_1_flux [mJy],U_old_2_flux [mJy],U_young_flux [mJy],B_meas_flux [mJy],B_err [mJy],B_avg_wav [nm],B_old_1_flux [mJy],B_old_2_flux [mJy],B_young_flux [mJy],V_meas_flux [mJy],V_err [mJy],V_avg_wav [nm],V_old_1_flux [mJy],V_old_2_flux [mJy],V_young_flux [mJy],R_meas_flux [mJy],R_err [mJy],R_avg_wav [nm],R_old_1_flux [mJy],R_old_2_flux [mJy],R_young_flux [mJy],I_meas_flux [mJy],I_err [mJy],I_avg_wav [nm],I_old_1_flux [mJy],I_old_2_flux [mJy],I_young_flux [mJy],J_meas_flux [mJy],J_err [mJy],J_avg_wav [nm],J_old_1_flux [mJy],J_old_2_flux [mJy],J_young_flux [mJy],H_meas_flux [mJy],H_err [mJy],H_avg_wav [nm],H_old_1_flux [mJy],H_old_2_flux [mJy],H_young_flux [mJy],K_meas_flux [mJy],K_err [mJy],K_avg_wav [nm],K_old_1_flux [mJy],K_old_2_flux [mJy],K_young_flux [mJy]
Source at row 4,0.0010210101982216467,0.000136788163133494,148.1,1.494495975369657e-08,5.625853717221641e-13,0.0016316017092533155,,,152.8,,,,0.0004919251514489967,0.00017819552416763255,160.8,3.299463580558594e-08,2.538239345217397e-12,0.002094572467674403,0.0015871945662193267,0.0003859946620870176,171.7,5.105972405789514e-08,1.4646873418562547e-10,0.0020996512504955103,0.0017655352461671595,0.0005638854998027686,219.6,1.4226744135495326e-08,1.3922701441125235e-10,0.0004186607005459089,,,227.1,,,,0.004087201301801615,0.001303140408319164,279.2,1.3410495895480648e-06,8.179034150981808e-08,0.005456436044433743,0.04579309531517422,0.002108920296360607,373.5,5.1269343649361465e-06,5.777678467123424e-07,0.022460959996346314,0.17346026278792734,0.007988406686374107,444.3,8.849166682873573e-06,1.3885385103552872e-06,0.04705214369206741,0.5395106225151268,0.024846210855444726,548.3,1.8223545750877007e-05,3.686969226996045e-06,0.11150554177957125,0.8165823713585907,0.03760626192127616,685.5,4.328293470112755e-05,1.0318949128687306e-05,0.30663086413282303,1.2359474334444969,0.056919380742585284,863.7,8.650413946462592e-05,2.1769194160394303e-05,0.5702158245512111,2.021156766960747,0.09308081269967518,1230.0,0.00012686181634935262,2.8835649086014295e-05,0.717254177141898,2.6037542989387226,0.11991131523158893,1640.0,6.505710845881331e-05,6.406412340038171e-10,3.747474778985729,1.894959794743547,0.08726903356099967,2200.0,9.732061445617799e-05,3.9636701805090994e-07,2.40952596422346
