,Source_ID,minimized chi^2,log(Z_old_1),log(Z_old_1)_err_lo,log(Z_old_1)_err_hi,log(age_old_1)/10,log(age_old_1)/10_err_lo,log(age_old_1)/10_err_hi,log(M_old_1)/10,log(M_old_1)/10_err_lo,log(M_old_1)/10_err_hi,E(B-V)_old,E(B-V)_old_err_lo,E(B-V)_old_err_hi,log(Z_old_2),log(Z_old_2)_err_lo,log(Z_old_2)_err_hi,log(age_old_2)/10,log(age_old_2)/10_err_lo,log(age_old_2)/10_err_hi,log(M_old_2)/10,log(M_old_2)/10_err_lo,log(M_old_2)/10_err_hi,E(B-V)_young,E(B-V)_young_err_lo,E(B-V)_young_err_hi,log(Z_young),log(Z_young)_err_lo,log(Z_young)_err_hi,log(age_young)/10,log(age_young)/10_err_lo,log(age_young)/10_err_hi,log(M_young)/10,log(M_young)/10_err_lo,log(M_young)/10_err_hi
Source at row 2,total_ann01,78532.76040271547,0.3032994022554769,0.0027975943302175343,N/A,1.004089670953057,0.0023913126746917257,4.471249635429331e-06,0.9905635411147161,2.6597041680176403e-07,0.00012908804050448808,0.18115022369289605,0.0006662017325341774,2.7425011611126315e-06,0.29291375965785016,5.8218991121683494e-05,N/A,0.8599999990270244,2.172131474020844e-06,2.460791256098105e-06,0.8224208404696532,1.2048598372338404e-06,0.00021642486098927272,0.11753831203032944,0.00022513460370078564,N/A,-1.1547557946142508,0.007303332808936913,N/A,0.7460508734210456,6.525548896219036e-05,N/A,0.4728076399145271,N/A,7.408346450077374e-05
